,n_estimators,criterion,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,min_impurity_decrease,ccp_alpha,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,39,mse,11,4,0.17778508099434015,0.07537837523477137,0.1405289984888718,0.26168739333598545,0.2538352834688997,0.264092804651348,0.2626058655939766,0.2682196855087,0.25968332745700273,0.2109865009755784,0.22379627424486837,0.2090259085853796,0.20246072163387344,0.22231874783131847,0.21371763065420363,0.15502230265541583,0.156770174391118,0.16154687329115078,0.14997374843808198,0.16008973322678102,0.1566805664005095,0.2538352834688997,0.264092804651348,0.2626058655939766,0.2682196855087,0.25968332745700273,0.26168739333598545,0.23858149028598108,0.24904870525750844,0.24753136880884496,0.25325995165197845,0.24454908542886655,0.2465941202866359,2.9576182365417478e-05,8.508523305257162e-06,3.096818923950195e-05,3.355900446573893e-05,3.440916538238525e-05,3.14296285311381e-05,1.7514924208323162e-05,9.575287501017253e-06,9.54588254292806e-06,9.462833404541015e-06,9.432236353556315e-06,4.526376724243164e-06
1,469,mse,19,7,0.0048598306562428716,0.13521749955086707,0.051138963565475704,0.26703693611967383,0.246910805609173,0.269110607971479,0.27846178999435556,0.2772142746445272,0.2634872023788345,0.22025202551041909,0.21678436732309345,0.2077444283626907,0.2207507977909028,0.20166929689394314,0.21344018317620983,0.16122081471707653,0.14953679609617593,0.1585149036267232,0.1531487071012512,0.15429770849058447,0.15534378600636228,0.246910805609173,0.269110607971479,0.27846178999435556,0.2772142746445272,0.2634872023788345,0.26703693611967383,0.23151545580901978,0.25416908718043596,0.2637114347642573,0.2624384165452671,0.2484307227000373,0.25205302339980346,0.00039524883031845094,7.645384470621744e-05,0.00039460798104604084,0.0003971520066261291,0.00041110376516977944,0.0003882328669230143,0.00038514753182729083,7.89038340250651e-05,8.64561398824056e-05,8.510629336039225e-05,6.78857167561849e-05,6.391723950703938e-05
2,467,mse,18,13,0.10011431898471018,0.1313618051799973,0.16587746912248455,0.24302541365888733,0.24184754369798445,0.23878461999595169,0.2587306845555434,0.23504488319033223,0.24071933685462488,0.2161256667874818,0.2200914302057448,0.2142024177396441,0.22470270813319965,0.21569322754388598,0.21816309008199122,0.15142258913123638,0.15886287858724732,0.15435160308963616,0.16003996093902487,0.15559950419290058,0.15605530718800906,0.24184754369798445,0.23878461999595169,0.2587306845555434,0.23504488319033223,0.24071933685462488,0.24302541365888733,0.22634868598823277,0.22322314715089442,0.24357696771511161,0.21940695916696595,0.22519741529117598,0.22755063506247614,0.00038799611727396646,7.520826657613118e-05,0.00039356182018915814,0.000418188472588857,0.0004001809159914653,0.0003582375248273214,0.0003698118527730306,7.956147193908691e-05,8.578260739644369e-05,7.291356722513834e-05,7.326602935791016e-05,6.451765696207683e-05
3,74,mae,17,17,0.024306759207814783,0.05601694822917182,0.08374445361940766,0.2886036416054651,0.30437514975930346,0.28440213031536876,0.2888675133352657,0.27600899425899794,0.2893644203583897,0.20413838127763617,0.21057541403553487,0.20282298232006962,0.2084600163534475,0.2132277803368467,0.20784491486470696,0.15505175848489025,0.15087418430931535,0.15773542916839425,0.16212915966240055,0.15314851469929452,0.15578780926485897,0.30437514975930346,0.28440213031536876,0.2888675133352657,0.27600899425899794,0.2893644203583897,0.2886036416054651,0.2901545395329178,0.26977321304753976,0.27432988158062044,0.2612084966970013,0.2748369468393108,0.274060615539478,0.0025847996671994524,1.114630699157715e-05,0.0019074548284212748,0.0028224032123883567,0.0028505502144495647,0.0027008802692095437,0.0026427098115285237,7.869799931844075e-06,1.1248588562011719e-05,1.125931739807129e-05,1.721302668253581e-05,8.140802383422852e-06
4,247,mae,15,7,0.19623192690000996,0.01283433297307937,0.1578007628778633,0.19724176885272465,0.2067130873756572,0.1994709909629806,0.2012958281227406,0.1935410094259784,0.1851879283762664,0.21777175150280256,0.22723257436722114,0.2319387365711944,0.22753086080303614,0.22522792689478222,0.22594037002780726,0.15981659971751977,0.15707531104567551,0.14977013112054688,0.16620263479508932,0.16345275061362438,0.15926348545849117,0.2067130873756572,0.1994709909629806,0.2012958281227406,0.1935410094259784,0.1851879283762664,0.19724176885272465,0.1904959784293333,0.1831058323455288,0.1849679745238869,0.1770546246101552,0.1685307821079789,0.1808310384033766,0.006929452975591025,2.7107715606689455e-05,0.009341471989949545,0.007718759874502818,0.005714033643404642,0.005860134959220886,0.006012864410877228,4.417618115743001e-05,2.2888978322347004e-05,2.2035837173461913e-05,2.225200335184733e-05,2.4185578028361002e-05
5,129,mae,15,5,0.032331885250996645,0.025019304847030972,0.16021648631185287,0.1879011697976048,0.1865314748636192,0.17939499589072894,0.1970034478198046,0.200691705562969,0.17588422485090227,0.23390287265088824,0.22905598726797882,0.2253438898389526,0.22218791634868362,0.22614292819395884,0.22732671886009242,0.160091968585409,0.15848706627694292,0.16457880383357754,0.1594992251807161,0.1580277535140267,0.16013696347813444,0.1865314748636192,0.17939499589072894,0.1970034478198046,0.200691705562969,0.17588422485090227,0.1879011697976048,0.16990179462233035,0.16261942510825655,0.18058784539022654,0.18435150192882188,0.15903688362127844,0.17129949013418275,0.004634747465451558,1.3488928476969401e-05,0.006038350164890289,0.004227178692817688,0.004228340884049733,0.004340075353781382,0.004339792231718699,1.3426542282104492e-05,1.3835430145263672e-05,1.325527826944987e-05,1.349488894144694e-05,1.3432502746582032e-05
6,97,mae,9,18,0.10124268543148773,0.014509179450586966,0.08096546032402048,0.32465604198902387,0.34832811103657424,0.332429571959744,0.311687882197475,0.29577587650560433,0.33505876824572167,0.19593222532994797,0.19394517004038056,0.20365607059227897,0.21180377286732896,0.20183159246837992,0.2014337662596633,0.14650107143754995,0.14963132215339167,0.15470232180484847,0.16624338953033962,0.1526281041067575,0.15394124180657748,0.34832811103657424,0.332429571959744,0.311687882197475,0.29577587650560433,0.33505876824572167,0.32465604198902387,0.3350060281276116,0.3187824763268937,0.29761676564955286,0.2813794719367241,0.3214654210889051,0.31085003262593747,0.003127918720245361,1.0796546936035156e-05,0.0032036709785461426,0.002979735533396403,0.0029788835843404136,0.002991614838441213,0.0034856886665026346,1.0921160380045572e-05,1.0980765024820963e-05,1.105507214864095e-05,1.015464464823405e-05,1.0871092478434244e-05
7,69,mae,17,3,0.018947069647905896,0.06305535944679413,0.044679549650394196,0.3038848855774797,0.2914779490905458,0.3227622023054121,0.28583966624875956,0.30671404204101405,0.3126305682016671,0.1967928273359112,0.2083932721741677,0.21567697608545144,0.19932636146561591,0.20269037136364426,0.20457596168495812,0.15625759847719056,0.1485537554522623,0.1559648637666998,0.15529875432224263,0.16310653504948597,0.15583630141357624,0.2914779490905458,0.3227622023054121,0.28583966624875956,0.30671404204101405,0.3126305682016671,0.3038848855774797,0.2769936822917154,0.308917477309952,0.2712401364276098,0.29254124562617956,0.29857872291788523,0.2896542529146684,0.002668200830618541,1.5571276346842447e-05,0.002962877055009206,0.0026940945784250897,0.0025492639342943827,0.0026428637901941936,0.0024919047951698302,1.7142295837402345e-05,1.7502705256144205e-05,1.2756188710530598e-05,1.3232628504435221e-05,1.722256342569987e-05
8,107,mse,19,10,0.16421680771020722,0.03662622918702608,0.03091952959706164,0.3627193732032211,0.37122915295287273,0.3384902370812424,0.38759077786243523,0.36559319224250497,0.3506935058770503,0.18652083825101903,0.20626286391828955,0.1876244433813848,0.20298460148334346,0.19686324544884723,0.1960511984965768,0.14930618512475474,0.1616716967726945,0.13547008991718346,0.14729874286298236,0.15017628090311747,0.1487845991161465,0.37122915295287273,0.3384902370812424,0.38759077786243523,0.36559319224250497,0.3506935058770503,0.3627193732032211,0.35837523444424313,0.32496703920215353,0.3750713389090268,0.3526240581827266,0.3374197785695965,0.34969148986154935,9.231009085973104e-05,1.978190739949544e-05,9.318371613820393e-05,8.946359157562256e-05,9.742021560668946e-05,9.008248647054036e-05,9.140044450759887e-05,1.4656782150268555e-05,2.461393674214681e-05,1.9413232803344726e-05,2.027432123819987e-05,1.9951264063517254e-05
9,195,mae,13,1,0.01739486349723314,0.09215648395904406,0.030664287858835865,0.28952386174447825,0.3016608695430918,0.29765534915811953,0.288574135366532,0.27574531622878073,0.28398363842586705,0.19569062301753196,0.21929974733251395,0.20246136624187275,0.21145067539719417,0.21483807684125567,0.2087480977660737,0.15136557110069346,0.15054978240615108,0.15397567154470015,0.15984172972971347,0.15820224688553555,0.15478700033335874,0.3016608695430918,0.29765534915811953,0.288574135366532,0.27574531622878073,0.28398363842586705,0.28952386174447825,0.28738477147582964,0.2832973665173997,0.2740305061065633,0.2609394283152294,0.2693461659575713,0.2749996476745187,0.004821454524993897,2.0385344823201496e-05,0.007070268591245016,0.004320387045542399,0.004332732657591502,0.004154904286066691,0.004228980044523875,2.575079600016276e-05,1.938025156656901e-05,1.9815762837727864e-05,1.8462737401326497e-05,1.8517176310221355e-05
