,epochs,batch_size,arch_type,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,5000,16000,4F_32,0.8586884274569082,0.8637143428124107,0.864204838997914,0.8765374085960774,0.8223354751488651,0.8666500717292743,0.0828455079807666,0.0864381147439577,0.07994541317985603,0.09372330225135062,0.0812569255837272,0.08484185274793163,0.09443760335875374,0.0931936313917138,0.09158737715359111,0.1078722936183462,0.0931796657538638,0.09605411425525374,0.8637143428124107,0.864204838997914,0.8765374085960774,0.8223354751488651,0.8666500717292743,0.8586884274569082,0.8618483627190714,0.862345574623139,0.8748469978618452,0.8199029486929925,0.864824286707312,0.856753634120872,0.000819203531742096,1.7119264602661135e-05,0.0007869529128074646,0.0008129388988018036,0.0008110482096672058,0.0008662321269512176,0.0008188455104827881,2.156376838684082e-05,1.52435302734375e-05,1.697242259979248e-05,1.646292209625244e-05,1.535367965698242e-05
