,epochs,arch_type,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,402,3pyramid_32,0.8586884274569082,0.8637143428124107,0.864204838997914,0.8765374085960774,0.8223354751488651,0.8666500717292743,0.0828455079807666,0.0864381147439577,0.07994541317985603,0.09372330225135062,0.0812569255837272,0.08484185274793163,0.09443760335875374,0.0931936313917138,0.09158737715359111,0.1078722936183462,0.0931796657538638,0.09605411425525374,0.8637143428124107,0.864204838997914,0.8765374085960774,0.8223354751488651,0.8666500717292743,0.8586884274569082,0.8618483627190714,0.862345574623139,0.8748469978618452,0.8199029486929925,0.864824286707312,0.856753634120872,0.000819203531742096,1.7119264602661135e-05,0.0007869529128074646,0.0008129388988018036,0.0008110482096672058,0.0008662321269512176,0.0008188455104827881,2.156376838684082e-05,1.52435302734375e-05,1.697242259979248e-05,1.646292209625244e-05,1.535367965698242e-05
1,814,2F_16,0.8957128593412061,0.9004692934736742,0.8941377089214864,0.89747343843654,0.8962377580316506,0.89024609784268,0.07258267928515726,0.07220386442207956,0.07072405379070557,0.0737001395667857,0.07476533997798059,0.07279521540854174,0.0819677944753246,0.0844786593635332,0.08223904729977134,0.08116818428960017,0.08478335955204867,0.0829274089960556,0.9004692934736742,0.8941377089214864,0.89747343843654,0.8962377580316506,0.89024609784268,0.8957128593412061,0.8991065505344192,0.8926882759300463,0.8960696771980952,0.8948170782481083,0.8887433821437715,0.8942849928108881,0.001510061693191528,3.226208686828613e-05,0.0013543871343135833,0.0014903369545936586,0.001423433542251587,0.0016647538542747498,0.001617396980524063,1.937878131866455e-05,1.2596845626831055e-05,1.247251033782959e-05,0.0001064540147781372,1.0408282279968263e-05
2,4456,4F_16,0.8956322815731695,0.882489147369063,0.9185177710711709,0.8956677685904051,0.9095513423857019,0.871935378449507,0.07396637658052171,0.0658808971532575,0.07255391871752258,0.06512478586706319,0.08116780328853662,0.07173875632138033,0.0882041956171917,0.07420944855013156,0.08406784259690116,0.0785094400929919,0.09180280211774747,0.08335874579499276,0.882489147369063,0.9185177710711709,0.8956677685904051,0.9095513423857019,0.871935378449507,0.8956322815731695,0.8808802259588018,0.9174021421761007,0.894239284691795,0.9083129479863175,0.8701819581747284,0.8942033117975487,0.011226163375377655,1.9113802909851074e-05,0.00916522479057312,0.010898935049772263,0.012465772986412047,0.012434241503477097,0.011166642546653748,2.1855831146240235e-05,1.7580986022949218e-05,2.2189497947692872e-05,1.7639994621276855e-05,1.6302704811096192e-05
3,1353,1H_3F_16,0.8402807425542171,0.8740462114637901,0.7385803065798525,0.8469378374025048,0.8823725743714537,0.859466782953485,0.07814928752396215,0.10381889181778681,0.08609440417058221,0.07910415925440262,0.08481024683717675,0.08639539792078212,0.08907067631230318,0.13816102691097912,0.10412381602966403,0.08915113668973153,0.09718663776540837,0.10353865874161725,0.8740462114637901,0.7385803065798525,0.8469378374025048,0.8823725743714537,0.859466782953485,0.8402807425542171,0.8723216920467122,0.7350010308585828,0.8448421587056831,0.8807620568805963,0.8575426466146129,0.8380939170212376,0.002871561187505722,1.934120655059814e-05,0.0025252256691455843,0.0026213884353637694,0.003018943727016449,0.00315568608045578,0.0030365620255470276,2.508270740509033e-05,1.5929460525512696e-05,1.8906593322753906e-05,1.7552018165588378e-05,1.923525333404541e-05
4,3413,4F_8,0.8802194423673753,0.9219985013901103,0.8477522389781988,0.8718273279452342,0.8717379053889465,0.8877812381343861,0.06478859986635081,0.08705001526366006,0.07665972811625035,0.07642933577909838,0.0735767359895718,0.07570088300298629,0.07212421256214666,0.10037745355947357,0.09866163644641933,0.09199499477620303,0.08610990404042342,0.0898536402769332,0.9219985013901103,0.8477522389781988,0.8718273279452342,0.8717379053889465,0.8877812381343861,0.8802194423673753,0.9209305295531595,0.8456677108100504,0.8700724282771416,0.8699817813755091,0.8862447743563072,0.8785794448744337,0.007884397560358048,1.805670261383057e-05,0.006116450130939484,0.007220650315284729,0.008273146510124207,0.009090466111898423,0.008721274733543396,1.608896255493164e-05,1.7679929733276367e-05,1.949179172515869e-05,1.7732620239257814e-05,1.9290208816528322e-05
5,4828,2F_4,0.7009977065356037,0.7033818790324003,0.674016045080907,0.7072623508386646,0.6859837291264814,0.7343445285995653,0.12079669067753171,0.126843613529974,0.11941761856783917,0.12393961221283309,0.11345161626454148,0.1208898302505439,0.14163525754053324,0.14467804447576602,0.1414952533489247,0.1500602378675753,0.13392110558000947,0.14235797976256176,0.7033818790324003,0.674016045080907,0.7072623508386646,0.6859837291264814,0.7343445285995653,0.7009977065356037,0.69932067757899,0.6695527759212642,0.7032542795773279,0.6816843177098562,0.7307072579465168,0.696903861746791,0.01008886507153511,3.626155853271485e-05,0.008453930467367173,0.010582531750202179,0.01070945543050766,0.010745336294174195,0.009953071415424347,2.25064754486084e-05,1.446068286895752e-05,1.2744665145874023e-05,0.0001161952018737793,1.540076732635498e-05
6,4691,1H_3F_4,0.5240721421476471,0.6437100096917873,0.6659992865523017,0.6638664015737187,0.6468301195921321,-4.510667170443128e-05,0.142246231699724,0.13212332438478938,0.1311928878715024,0.13615328278478564,0.2921676953146355,0.1667766844110874,0.14459243660234736,0.1463800590954295,0.14639145331410008,0.14534122727226823,0.1991094007743127,0.15636291541169156,0.6437100096917873,0.6659992865523017,0.6638664015737187,0.6468301195921321,-4.510667170443128e-05,0.5240721421476471,0.6388317998853361,0.6614262544716283,0.6592641667068274,0.64199462934314,-0.013737407827959958,0.5175558885157944,0.0106083554148674,1.7966651916503907e-05,0.009054486364126205,0.011099840432405472,0.011465692430734635,0.011309690773487091,0.010112067073583603,1.837456226348877e-05,1.876020431518555e-05,1.944601535797119e-05,1.7680287361145018e-05,1.5572190284729003e-05
7,759,6pump_64,0.7775579688175991,0.8019943805438411,0.8039560207697675,0.7558025657967348,0.7579689374546734,0.7680679395229784,0.10188245033661289,0.10170906379602371,0.11687493403955403,0.11487934114449394,0.1167169871700019,0.11041255529733729,0.11109611861464024,0.10928054199285497,0.12436256423796468,0.12116735704164262,0.12022657464108094,0.11722663130563671,0.8019943805438411,0.8039560207697675,0.7558025657967348,0.7579689374546734,0.7680679395229784,0.7775579688175991,0.7992833502571696,0.8012718486403474,0.7524590917990227,0.7546551247321969,0.7648923991411936,0.774512362913986,0.003260439330339432,2.4148249626159668e-05,0.002757444381713867,0.0029148890376091002,0.003323478877544403,0.0035667191445827484,0.00373966521024704,3.37754487991333e-05,2.101290225982666e-05,2.2509694099426268e-05,2.1562695503234863e-05,2.1880507469177246e-05
8,3134,8F_32,0.6987608955141374,0.7003786426721312,0.7293762530650058,0.6365995680177587,0.7520240497014798,0.6754259641143121,0.13077846331864218,0.11850473011203574,0.13906023447097074,0.11600750314937541,0.1317409782678467,0.12721838186377415,0.13545045339442613,0.13154361584926602,0.14786755389364106,0.1253221966545652,0.14562502055487156,0.137161768069354,0.7003786426721312,0.7293762530650058,0.6365995680177587,0.7520240497014798,0.6754259641143121,0.6987608955141374,0.6962763218567902,0.7256709583554496,0.6316240042938639,0.7486288414570275,0.670981999119934,0.694636425016613,0.014017906057834626,2.804229259490967e-05,0.009803387492895126,0.012851417928934097,0.015296556115150451,0.01586583748459816,0.01627233126759529,3.5678744316101076e-05,2.874481678009033e-05,2.526712417602539e-05,2.5270581245422365e-05,2.525019645690918e-05
9,2553,3diamond_32,0.8103463328640028,0.8319179529995532,0.8666686073318807,0.7792153803568719,0.7451551934964664,0.8287745301352417,0.08926013018394839,0.08281205400667559,0.1081279842488711,0.11411792061959326,0.09458722957945509,0.09778106372770869,0.10869902496731085,0.09269981126992169,0.11838283121684966,0.13229368876693842,0.10310880374052289,0.1110368319923087,0.8319179529995532,0.8666686073318807,0.7792153803568719,0.7451551934964664,0.8287745301352417,0.8103463328640028,0.8296166267982286,0.8648430760935241,0.7761924672075998,0.7416659390463674,0.8264301651827324,0.8077496548656905,0.007375082284212112,2.1877074241638184e-05,0.0057286228239536285,0.007187416076660156,0.007950829803943633,0.007963140636682511,0.008045402079820633,2.9014468193054198e-05,2.1443486213684082e-05,1.8422842025756836e-05,2.1098852157592775e-05,1.9405722618103028e-05
10,5000,2F_16,0.9228556255202216,0.9331531407350058,0.9241727431102251,0.9247329899776701,0.9199061322969263,0.9123131214812811,0.060233664130837895,0.06317375036428266,0.06222922498386592,0.06112722094299155,0.0674606887400254,0.06284490983240068,0.06461051202602358,0.06987373686709171,0.07285939172977789,0.07150054093568409,0.0761284183463294,0.07099451998098133,0.9331531407350058,0.9241727431102251,0.9247329899776701,0.9199061322969263,0.9123131214812811,0.9228556255202216,0.9322378946903025,0.9231345403029108,0.9237024578931858,0.91880951240444,0.9111125404873636,0.9217993891556405,0.010690881198644638,1.4002108573913573e-05,0.010647354453802108,0.010933056354522705,0.011043595373630524,0.011127001136541366,0.009703398674726487,1.2522459030151368e-05,1.6405940055847167e-05,1.614367961883545e-05,1.3430118560791015e-05,1.1508345603942871e-05
11,5000,2F_16,0.9220365403435917,0.9239207640917356,0.9216053777300227,0.9171407648864665,0.9314989949611311,0.9160168000486025,0.06361298419303685,0.064024237941313,0.06300072320973779,0.056978246963892185,0.06318812264975979,0.062160862991547924,0.07165777129905965,0.07173866004734455,0.07657369062126777,0.06608502820872438,0.07571083377803824,0.0723531967908869,0.9239207640917356,0.9216053777300227,0.9171407648864665,0.9314989949611311,0.9160168000486025,0.9220365403435917,0.9228791112674338,0.9205320233683141,0.9160062824584414,0.9305611008759133,0.9148669286496737,0.9209690893239554,0.010597021681070327,1.2947511672973632e-05,0.011035874873399734,0.010785875171422958,0.010718313723802567,0.011026123315095901,0.009418921321630478,1.4212608337402344e-05,1.2601852416992188e-05,1.2630224227905274e-05,1.3645768165588378e-05,1.164710521697998e-05
12,5000,2F_16,0.9230857302964501,0.928638721820079,0.928394694367048,0.9014656522695103,0.9264799174877542,0.9304496655378589,0.0612954304553254,0.06311721472904185,0.06740784652860352,0.0592424938851394,0.06014334378440317,0.06224126587650267,0.06804513385818209,0.06720026510204388,0.07952223348605279,0.07254436794734906,0.06775342010972261,0.07101308410067009,0.928638721820079,0.928394694367048,0.9014656522695103,0.9264799174877542,0.9304496655378589,0.9230857302964501,0.9276616657800902,0.9274142971803899,0.9001165511596101,0.9254733037819577,0.929497404366217,0.9220326444536528,0.01067199587225914,1.3714337348937989e-05,0.010666654229164123,0.010709053546190261,0.011019955903291702,0.011122341215610504,0.009841974467039109,1.46714448928833e-05,1.3127803802490234e-05,1.4768600463867188e-05,1.4084100723266602e-05,1.1919736862182617e-05
13,5000,2F_16,0.9190797399638312,0.922340969392955,0.927881261072592,0.925860471305013,0.9151888172254764,0.9041271808231195,0.06033591942847208,0.060954694995435814,0.06193270131750262,0.06440230807039744,0.0672229150620563,0.06296970777477286,0.0734024640719391,0.06856200420389619,0.0715280815817569,0.07570327418473306,0.07996306079590913,0.07383177696764688,0.922340969392955,0.927881261072592,0.925860471305013,0.9151888172254764,0.9041271808231195,0.9190797399638312,0.9212776865195319,0.9268938341197319,0.9248453763380938,0.9140276093477319,0.9028145205199878,0.9179718053690156,0.010695998841524123,1.3625288009643555e-05,0.010801721572875976,0.010757413625717163,0.011031122565269471,0.011105965107679368,0.009783771336078644,1.3197898864746094e-05,1.2389898300170898e-05,1.4511942863464355e-05,1.4254093170166016e-05,1.377260684967041e-05
