,d0,poly_degree,reg,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,7.056185425199153,-1,0.18844593809315946,0.8386613892868405,0.8343425735341534,0.8458822795089952,0.8447162709291545,0.8429149103251604,0.8254509121367394,0.09586326611439958,0.0941205175149103,0.09330973554427066,0.09412539040845959,0.09334535906113742,0.09415285372863551,0.09996657239476776,0.09735453463230707,0.09940859819695058,0.09589333214786837,0.10627419989699877,0.09977944745377851,0.8343425735341534,0.8458822795089952,0.8447162709291545,0.8429149103251604,0.8254509121367394,0.8386613892868405,0.8320744444699658,0.8437721484475058,0.84259017524715,0.8407641509837707,0.823061041258287,0.8364523920813358,0.0009119815468788147,0.0004251920700073242,0.0009335528612136841,0.0009226105511188507,0.0009125729501247406,0.0009034693539142609,0.0008877020180225372,0.00042431819438934324,0.0004285825490951538,0.00042751944065093996,0.00042403972148895264,0.00042150044441223146
1,1.5418696144354223,0,0.44446270248696107,0.11231168550887967,0.10740885133929479,0.11370355184536696,0.11384246661283248,0.1135926966275943,0.1130108611193098,0.2678686453743361,0.2653113901292773,0.2617935680203532,0.2607253323488211,0.26424065092659477,0.26398791735987653,0.18906469932629438,0.18167674870595832,0.18207880282864747,0.18629317307255824,0.182878088956738,0.18439830257803927,0.10740885133929479,0.11370355184536696,0.11384246661283248,0.1135926966275943,0.1130108611193098,0.11231168550887967,0.09518777577446769,0.10156866132803677,0.1017094780725416,0.1014562883157003,0.10086648649974661,0.1001577379980986,0.0008640979051589965,0.00044992191791534426,0.000881649911403656,0.0008784229159355164,0.0008588886857032776,0.0008546192646026611,0.0008469087481498719,0.0004489607810974121,0.0004590964317321777,0.0004436638355255127,0.0004435333013534546,0.00045435523986816405
2,0.6790231404936654,-1,0.23947828880487576,-0.00010745963217990706,-0.00010071292506252938,0.00024885135511198975,-0.0008667478216612956,3.083109105639359e-05,0.00015048013965590634,0.2789174697053895,0.2878112770047612,0.28450913409354733,0.2807404109864596,0.28342157812116797,0.2830799739822651,0.1870307387293477,0.1949029015927229,0.1932647929808254,0.19031179962315037,0.19211353227658112,0.1915247530405255,-0.00010071292506252938,0.00024885135511198975,-0.0008667478216612956,3.083109105639359e-05,0.00015048013965590634,-0.00010745963217990706,-0.01379377542454363,-0.013439425020857598,-0.014570298628550082,-0.01366043034938036,-0.013539143103868057,-0.013800614505439946,0.0008883078217506408,0.0004262984275817871,0.0009126536846160889,0.0008963181376457214,0.0008791685700416565,0.0008802012503147125,0.000873197466135025,0.00042389702796936035,0.00042534840106964113,0.00043037140369415284,0.000428192138671875,0.00042368316650390626
3,6.793266227767919,-1,0.482478680437501,0.8263291743938632,0.8381037777322549,0.8190458362748422,0.829605831993675,0.8259229182935646,0.8189675076749799,0.09511795175637332,0.0984459000100974,0.0989534031101104,0.09742253408850857,0.09988712077318604,0.09796538194765517,0.0948694421735128,0.10479581588944893,0.10261205735316142,0.10738455178750092,0.10702979612898735,0.10333833266652229,0.8381037777322549,0.8190458362748422,0.829605831993675,0.8259229182935646,0.8189675076749799,0.8263291743938632,0.8358871458857898,0.816568269124447,0.8272728489631624,0.8235395099740546,0.816488868074181,0.8239513284043269,0.0009210735678672791,0.0004220987796783447,0.0009633487462997436,0.000945123702287674,0.0009158843755722046,0.0009031090438365937,0.0008779019713401795,0.00042880189418792724,0.0004299863576889038,0.0004308105707168579,0.00042677807807922364,0.000394116997718811
4,0.34056161748402214,1,0.41469367280791747,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,1.43116801501368,0,0.3095721763202735,0.07604425365844555,0.07302674640908935,0.08354034513670583,0.07818516757185867,0.07135415147294899,0.07411485770162496,0.2693514928221939,0.26782820871908075,0.2709204251337326,0.2746724273704372,0.26896073475276117,0.2703466577596411,0.18905910324971614,0.17985460172595077,0.18588332187470402,0.19124746929908426,0.18715844926567124,0.1866405890830253,0.07302674640908935,0.08354034513670583,0.07818516757185867,0.07135415147294899,0.07411485770162496,0.07604425365844555,0.06033492194308798,0.0709924695376648,0.06556397057613872,0.05863942636634134,0.06143793131113007,0.06339374394687258,0.0008344370305538179,0.0005120862960815429,0.0008631727993488312,0.0008389865458011627,0.0008248629570007324,0.0008191614747047424,0.00082600137591362,0.00045698606967926024,0.0004960874319076538,0.0005491901636123657,0.000555013656616211,0.0005031541585922241
6,9.173397802597101,0,0.46642583050433756,0.8103977388549397,0.8215539364360667,0.8245722611947135,0.8017799484847313,0.7948573474014498,0.809225200757738,0.10004488629903643,0.10091512907139509,0.10474832380690911,0.10629443524511595,0.10620092559942329,0.10364074000437598,0.10293816981991291,0.10118835383780511,0.10869789507124158,0.10834889990430108,0.11210878944878543,0.10665642161640923,0.8215539364360667,0.8245722611947135,0.8017799484847313,0.7948573474014498,0.809225200757738,0.8103977388549397,0.8191107093994408,0.8221703601055945,0.7990659822621592,0.7920485991153641,0.8066131725733865,0.807801764691189,0.0008849381208419799,0.00042791666984558105,0.0009082352221012115,0.0009136072397232056,0.0008692739903926849,0.0008820628821849823,0.0008515112698078155,0.00042403924465179445,0.0004378644227981567,0.00042607629299163817,0.0004265599250793457,0.00042504346370697023
7,4.245350454160679,1,0.1400423705801287,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,8.384733274985381,1,0.060766898028321616,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,1.4031570733838845,1,0.42244115420463196,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
