,degree,kernel,C,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,3,poly,3.5161985122973514,0.6980879657725773,0.6884366449053095,0.7074072567724115,0.6911393257480737,0.7196096258538284,0.6838469755832629,0.13386864562032794,0.132268642224556,0.13544060719226922,0.1270323132316469,0.13221734636762097,0.13216551092728418,0.13475210884297995,0.13159417922246933,0.13648837949526274,0.12684806944259785,0.1369575944354734,0.13332806628775665,0.6884366449053095,0.7074072567724115,0.6911393257480737,0.7196096258538284,0.6838469755832629,0.6980879657725773,0.6841708180353518,0.703401169517267,0.6869105031290057,0.7157706095749508,0.6795183084132569,0.6939542817339664,0.001968157833814621,0.0001578132390975952,0.0021626917123794558,0.002063975065946579,0.0018186606466770172,0.0018965935707092286,0.0018988681733608246,0.00016792535781860353,0.0001549433469772339,0.00015362799167633056,0.00015638422966003418,0.00015618526935577391
1,6,sigmoid,0.7367605430336118,-22.46444754685998,-22.1559128330326,-23.464921228967427,-22.33069561563292,-22.19929526470934,-22.17141279195762,1.5104008713553254,1.5107213354248197,1.5094801978609962,1.4931464149876452,1.5146254466555917,1.5076748532568758,0.7123677791417498,0.756196231336268,0.6314421070788255,0.6767254955150781,0.6353238831166149,0.6824110992377073,-22.1559128330326,-23.464921228967427,-22.33069561563292,-22.19929526470934,-22.17141279195762,-22.46444754685998,-22.47295626431651,-23.799887188998927,-22.650132117469678,-22.51693267452027,-22.488668443774486,-22.785715337815976,0.0007101089119911194,0.00042681782245635987,0.0007341023981571197,0.0007242496907711029,0.0007030613720417023,0.0006790443658828735,0.0007100867331027985,0.0004289020299911499,0.00042840206623077394,0.0004284845590591431,0.00042832815647125247,0.00041997230052948
2,5,poly,0.3018510576831708,0.6489093188928253,0.6540188770863908,0.6515680494197652,0.6441692279208308,0.6498226853942595,0.64496775464288,0.14186977112030486,0.14845952636226958,0.1471882513961258,0.14501177665535114,0.14674749162398237,0.14585536343160674,0.13743076937309623,0.14166388938587385,0.14280329691171678,0.13876252946186338,0.14175254974716484,0.140482606975943,0.6540188770863908,0.6515680494197652,0.6441692279208308,0.6498226853942595,0.64496775464288,0.6489093188928253,0.6492818130302714,0.6467974294067498,0.6392973055850613,0.6450281684092924,0.6401067654823109,0.6441022963827372,0.00044913026690483087,0.00017768037319183352,0.0004502432644367218,0.00044857645034790037,0.00044830664992332456,0.00045341610908508303,0.0004451088607311249,0.00017776525020599365,0.0001781235933303833,0.00017735958099365234,0.0001785362958908081,0.00017661714553833006
3,5,sigmoid,3.383676613794133,-509.6200940424513,-528.1753662660178,-505.95108325569413,-475.42732857224644,-461.5756549537444,-576.9710371645538,7.062379922948062,6.989560639741013,7.001974937561022,6.8113210570355935,6.994750504316781,6.971997412320495,3.0188483568774735,3.0107289939209294,2.791149597493275,3.077225217891635,4.415955314501648,3.2627814961369923,-528.1753662660178,-505.95108325569413,-475.42732857224644,-461.5756549537444,-576.9710371645538,-509.6200940424513,-535.4206679339602,-512.8920970730895,-481.9504207991484,-467.9090944485472,-584.8844337180238,-516.6113427945538,0.0007044882535934448,0.00042752308845520027,0.0007304267585277557,0.0007223013639450073,0.0006734427511692048,0.0007335915565490723,0.0006626788377761841,0.00042915964126586916,0.00042970788478851316,0.00042944955825805663,0.0004295766353607178,0.0004197217226028442
4,10,sigmoid,0.13125277487325965,0.37732433655753483,0.4390600534101845,0.3585254714222076,0.3687839568968774,0.33450452137857545,0.38574767967982937,0.2023287060439515,0.21100367351820504,0.21518345900659605,0.21532143041520527,0.20769886982466737,0.21030722776172506,0.16327400758122873,0.17279267360607697,0.17485777915932652,0.16690279781038075,0.16456102380787807,0.1684776563929782,0.4390600534101845,0.3585254714222076,0.3687839568968774,0.33450452137857545,0.38574767967982937,0.37732433655753483,0.4313798411597154,0.3497426051587186,0.36014154657041464,0.3253927678680387,0.3773375312778797,0.36879885840695337,0.0006625371634960174,0.0003978693246841431,0.0006452740430831909,0.0006722879707813263,0.0006743147373199463,0.0006630842983722687,0.000657724767923355,0.0003949048519134522,0.00039604806900024413,0.00039681363105773925,0.000407422661781311,0.0003941574096679687
5,8,rbf,0.680962464133158,0.8201842012800948,0.8240489216225211,0.8148339924940008,0.8235970172176583,0.8019021028549608,0.836538972211334,0.08896474670092079,0.0904741835167695,0.0899459620999277,0.09646008653439048,0.08818370710853562,0.09080573719210881,0.11243106133735037,0.1133277587602502,0.11210555510950256,0.12079557887247454,0.10573088305495257,0.11287816742690604,0.8240489216225211,0.8148339924940008,0.8235970172176583,0.8019021028549608,0.836538972211334,0.8201842012800948,0.82163985513358,0.8122987581113121,0.8211817633966019,0.7991898091313725,0.8343009155428279,0.8177222202631389,0.0005476171910762786,0.00024148874282836912,0.0005473138689994812,0.0005470333397388458,0.0005419653952121735,0.0005373923778533936,0.0005643809735774994,0.00023783576488494874,0.00023814928531646728,0.0002368510961532593,0.00023498237133026123,0.00025962519645690915
6,7,sigmoid,4.5833590944403575,-885.9727083002565,-929.6050288902657,-966.9288402997951,-937.3044864894623,-971.4384363902313,-624.5867494315281,9.543068837067736,9.475750169503943,9.535138107565048,9.480309078582806,7.9002305721390425,9.186899352971716,4.04811221132433,4.784819429678871,4.11690907721768,4.396681675312585,3.9730654923028013,4.263917577167254,-929.6050288902657,-966.9288402997951,-937.3044864894623,-971.4384363902313,-624.5867494315281,-885.9727083002565,-942.3465784744631,-980.1814156994373,-950.1514546107684,-984.7527557525722,-633.1520852503168,-898.1168579575115,0.0007380909204483031,0.00042906503677368166,0.0007094046175479889,0.0007186552882194519,0.0007713945508003234,0.0007603102326393127,0.000730689913034439,0.0004292157888412476,0.00042893898487091065,0.00042889320850372315,0.0004427269697189331,0.00041555023193359374
7,10,poly,2.099424117804221,0.32749381041285947,0.29203030251892526,0.3754654302831827,0.3244520229457801,0.308847092339232,0.3366742039771773,0.21812011056780842,0.21437007957902263,0.22152271282250885,0.22192756992759452,0.22402944194412713,0.21999398296821232,0.1834872229722047,0.15825536338699994,0.17748610487916455,0.17424083285976907,0.1735276774524484,0.17339944031011734,0.29203030251892526,0.3754654302831827,0.3244520229457801,0.308847092339232,0.3366742039771773,0.32749381041285947,0.2823370054438802,0.36691450057610653,0.3152026338076138,0.2993840454290694,0.32759215707422784,0.3182860684661796,0.0006808776497840882,0.00020076196193695065,0.0006643841564655304,0.0006764132082462311,0.0006811141669750214,0.0006644374132156372,0.0007180393040180207,0.00020066344738006592,0.0002005361318588257,0.00020172810554504395,0.00019991064071655273,0.00020097148418426515
8,9,linear,4.1858403072906105,0.5964067441961937,0.588087566476361,0.5894739097419847,0.5859830912969055,0.6176804070435442,0.6008087464221731,0.16062089817311903,0.15715489043042696,0.15654802137007182,0.1554333069777075,0.15493857758122914,0.1569391389065109,0.15144809870496043,0.15117773670144471,0.14978052700228633,0.14423405841543982,0.15304107189359187,0.14993629854354462,0.588087566476361,0.5894739097419847,0.5859830912969055,0.6176804070435442,0.6008087464221731,0.5964067441961937,0.582447791778015,0.5838531164169509,0.5803145027903216,0.6124458081541809,0.595343146094282,0.5908808730467501,0.006920209419727326,0.00014110140800476073,0.007181205302476883,0.0067780324518680575,0.007000992715358734,0.006833379805088044,0.00680743682384491,0.00013765251636505127,0.00013748502731323242,0.0001379176378250122,0.00015420186519622803,0.00013824999332427977
9,9,sigmoid,0.6668438177965236,-18.547421379772125,-18.55859302757456,-18.63606275643597,-17.954502084661794,-19.20589853289137,-18.382050497296945,1.3727935505681943,1.3829055281775209,1.3715896333589603,1.3552860331568108,1.3812204177151302,1.3727590325953234,0.646093478777936,0.6025735708249391,0.5706416870059648,0.7638059807537676,0.5553395521620454,0.6276908539049306,-18.55859302757456,-18.63606275643597,-17.954502084661794,-19.20589853289137,-18.382050497296945,-18.547421379772125,-18.82638309438212,-18.904913514257352,-18.214021129431504,-19.482551301850837,-18.6474233996433,-18.81505848791302,0.0007163342773914337,0.0004302250623703003,0.0007294158637523651,0.0007118107974529266,0.0006993977427482605,0.0007314861714839935,0.0007095608115196228,0.0004291456937789917,0.0004284369945526123,0.00042843198776245116,0.0004418931007385254,0.0004232175350189209
