,epochs,arch_type,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,402,3pyramid_32,0.8379830870480148,0.8634129850973298,0.84998488751425,0.8511639957324908,0.8150032085095784,0.8103503583864252,0.09714079802131657,0.10337173977909933,0.10219026362787192,0.11405094719978633,0.109199961433324,0.10519074201227963,0.10351248117918943,0.1143601382611425,0.11148589409018658,0.12197292737329146,0.13016714221308207,0.11629971662337839,0.8634129850973298,0.84998488751425,0.8511639957324908,0.8150032085095784,0.8103503583864252,0.8379830870480148,0.8606207462918237,0.8469181390477611,0.8481213516929506,0.8112213320225511,0.8064733640093164,0.8346709866128805,0.001225231726964315,3.460272153218587e-05,0.0012442733844121297,0.0012266379594802856,0.0012206762035687764,0.001239953637123108,0.0011946174502372741,3.332734107971191e-05,3.061215082804362e-05,4.294753074645996e-05,2.9790004094441733e-05,3.6336580912272135e-05
1,1740,8F_64,0.8437283521156871,0.8525812647637452,0.8541559136170728,0.8486524482454305,0.8400783564825614,0.8231737774696253,0.10134103132870417,0.10022154469520321,0.10202140983309746,0.10118285989895895,0.10454915126175228,0.1018631994035432,0.11318063622226567,0.11225769690739966,0.11518804049888016,0.11820758909483312,0.11942055642616436,0.11565090382990859,0.8525812647637452,0.8541559136170728,0.8486524482454305,0.8400783564825614,0.8231737774696253,0.8437283521156871,0.8495675938560194,0.8511744331458715,0.8455584608160356,0.8368090894941299,0.819558931353161,0.8405337017330435,0.015517000238100686,7.924516995747884e-05,0.01556834638118744,0.015537828207015991,0.015253884494304657,0.015273273785909017,0.015951668322086335,7.845640182495117e-05,8.004069328308105e-05,8.221745491027833e-05,8.000532786051432e-05,7.550597190856933e-05
2,166,6pump_64,0.8331859300924167,0.7900969976880239,0.8502260373485824,0.8423306478003472,0.8652791538199245,0.8179968138052057,0.11514957602854158,0.10607957078162694,0.09973316941159742,0.10016176172761664,0.10931702479646004,0.10608822054916853,0.1349082943710456,0.11133159332920925,0.11421428328219103,0.10735010950333976,0.12310198144943607,0.11818125238704433,0.7900969976880239,0.8502260373485824,0.8423306478003472,0.8652791538199245,0.8179968138052057,0.8331859300924167,0.7858059652727876,0.8471642186913132,0.8391074242460101,0.8625250649712688,0.8142761353821435,0.8297757617127045,0.0013705612222353618,6.130003929138183e-05,0.0013658822576204936,0.0013699943820635477,0.0012866338094075522,0.0014124854405721029,0.0014178102215131124,6.195783615112305e-05,6.160855293273925e-05,6.0135920842488605e-05,5.728403727213542e-05,6.551384925842286e-05
3,2117,3pyramid_32,0.8812065726881102,0.8838880529892259,0.8898877466144957,0.8967327131688629,0.8523962075910245,0.8831281430769423,0.08710534566431552,0.09284548983438258,0.08309154425616415,0.09973019995807399,0.09106024526371631,0.0907665649953305,0.10013774981813907,0.09340579272804277,0.09222525328329964,0.11038425706607127,0.09735696626030713,0.09870200383117196,0.8838880529892259,0.8898877466144957,0.8967327131688629,0.8523962075910245,0.8831281430769423,0.8812065726881102,0.8815143845665184,0.8876367295095109,0.894621627237051,0.8493787535724424,0.8807389398689752,0.8787780869508997,0.005724390109380086,3.819131851196289e-05,0.005730065405368805,0.0058676053086916605,0.005781980951627096,0.0053430205583572385,0.005899278322855631,3.697037696838379e-05,3.526846567789714e-05,3.400723139444987e-05,3.8196245829264326e-05,4.6514272689819336e-05
4,1862,6pump_256,0.8713410342251142,0.8790323353066621,0.8827805978879852,0.8814286280766396,0.8763699363577908,0.8370936734964933,0.08044815799793553,0.08295532854806974,0.0870269760839283,0.08586988243689021,0.09379923305573215,0.0860199156245112,0.10586079846793237,0.10448756116548512,0.09951625770039409,0.10833893652056666,0.13333354810936782,0.11030742039274921,0.8790323353066621,0.8827805978879852,0.8814286280766396,0.8763699363577908,0.8370936734964933,0.8713410342251142,0.8765594017865258,0.8803842898379952,0.8790046818022268,0.8738425756019024,0.8337633908422479,0.8687108679741795,0.013307666877905527,6.641785303751629e-05,0.012882803976535797,0.013139111498991649,0.013261669675509135,0.013174810310204824,0.014079938928286235,6.744066874186198e-05,5.8580239613850915e-05,5.936026573181152e-05,6.310145060221355e-05,8.360664049784343e-05
5,2214,3diamond_128,0.8526695019577559,0.8427046812256034,0.8230607449820955,0.8749442417932962,0.8679561493369954,0.854681692450789,0.10493193497520607,0.10848305625440739,0.09417354617774559,0.09215645780024351,0.09960054707540572,0.09986910845660166,0.11569641080624847,0.126105668526882,0.09931958631649465,0.10610504556932318,0.11029262442868037,0.11150386712952573,0.8427046812256034,0.8230607449820955,0.8749442417932962,0.8679561493369954,0.854681692450789,0.8526695019577559,0.8394891040104538,0.8194435881503837,0.8723877356630059,0.8652567861207159,0.8517109604395615,0.8496576348768242,0.014563044091065725,6.046032905578613e-05,0.014130351742108664,0.014202588200569154,0.014994954864184062,0.014797667066256206,0.014689658582210541,5.944410959879557e-05,6.011962890625e-05,5.954742431640625e-05,6.233096122741699e-05,6.0859521230061846e-05
6,574,8F_32,0.779170938279522,0.7785172092516042,0.7581493273423763,0.7500341098295087,0.8257865775529357,0.7833674674211855,0.11650896224269325,0.12554372673280098,0.1359298271546071,0.11101500085380467,0.1215965508503707,0.12211881356685535,0.1358006232864235,0.13619900007078375,0.14714026371830838,0.13087354660508288,0.13054716705258004,0.1361121201466357,0.7785172092516042,0.7581493273423763,0.7500341098295087,0.8257865775529357,0.7833674674211855,0.779170938279522,0.7739894520301719,0.7532051909337025,0.7449240745960404,0.8222251447260792,0.7789388636887395,0.7746565451949466,0.0038259031971295673,7.316239674886067e-05,0.003910803993542989,0.00391810675462087,0.0037821915745735167,0.0038216836253801983,0.0036967300375302633,7.534146308898926e-05,7.439732551574707e-05,6.757855415344238e-05,7.732510566711426e-05,7.116953531901042e-05
7,3721,2F_4,0.6850329995888148,0.6380531657796562,0.6627192083214102,0.6276767770183664,0.8075759999221458,0.6891398469024955,0.15166031081692277,0.14308917147240136,0.16898879513143863,0.11844367609856088,0.13870408536156725,0.14417720777617818,0.1751348386355803,0.1683832674064465,0.17429387866170526,0.12627911554013455,0.17070856697330705,0.16295993344343476,0.6380531657796562,0.6627192083214102,0.6276767770183664,0.8075759999221458,0.6891398469024955,0.6850329995888148,0.6306539119284738,0.6558242006550676,0.6200653993764932,0.8036422895287314,0.6827849545052722,0.6785941511988076,0.007592961331208546,3.2753467559814457e-05,0.007584236959616343,0.007817450165748595,0.007053109407424926,0.007881920635700226,0.007628089487552643,3.367424011230469e-05,3.4260352452596026e-05,2.919475237528483e-05,3.6760568618774415e-05,2.9877424240112304e-05
8,2641,4F_4,0.7743585497196422,0.7898660189070908,0.6923507556676836,0.7809485543428852,0.8004628591033096,0.8081645605772423,0.11515490810453677,0.15317272846693858,0.12080829311773639,0.11126513032594151,0.1200931060838749,0.12409883321980564,0.1287873349416654,0.16325234052793255,0.1307461942638511,0.13658925883633005,0.12510087066341224,0.13689519984663828,0.7898660189070908,0.6923507556676836,0.7809485543428852,0.8004628591033096,0.8081645605772423,0.7743585497196422,0.785570264608769,0.6860615036540758,0.7764705009393327,0.796383735268965,0.8042428820881911,0.7697457773118666,0.006060422003269196,4.61578369140625e-05,0.006149585743745168,0.006236616571744283,0.0057565595706303915,0.006115797062714895,0.006043551067511241,4.6642621358235675e-05,4.12440299987793e-05,5.477825800577799e-05,4.2039950688680016e-05,4.6084324518839516e-05
9,3400,1H_3F_64,0.806053424585415,0.832934382346787,0.8145904717821146,0.765146169317225,0.8120080933022094,0.8055880061787399,0.10805363534359737,0.11990069650192756,0.1267152711919028,0.1187704647028408,0.12111124182460152,0.118910261912974,0.10897732310826683,0.11817548748968641,0.13758508320216045,0.12405966449358588,0.13054052560280271,0.12386761677930044,0.832934382346787,0.8145904717821146,0.765146169317225,0.8120080933022094,0.8055880061787399,0.806053424585415,0.8295190715940808,0.8108001577469961,0.7603450688603369,0.8081649878841966,0.8016136553680838,0.8020885882907388,0.017167963147163394,5.584780375162761e-05,0.0168704953789711,0.017375696500142417,0.01679813434680303,0.01675585428873698,0.018039635221163433,5.3627490997314455e-05,5.698641141255697e-05,5.8559179306030276e-05,5.3159395853678386e-05,5.6906541188557944e-05
