,p,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,141.12370850398307,0.14194931811381326,0.1289657506536177,0.14547069634856857,0.12608070111784875,0.125561990385744,0.18366745206328727,0.2348893653029665,0.2385886791593939,0.24104563760168313,0.23930450748828205,0.23036385245203037,0.23683840840087117,0.21375803285489606,0.21153109178471757,0.21566764809722144,0.20794211183321112,0.20125609841714456,0.21003099659743815,0.1289657506536177,0.14547069634856857,0.12608070111784875,0.125561990385744,0.18366745206328727,0.14194931811381326,0.11703982533295221,0.13377075152169804,0.11411527461185578,0.11358946185654284,0.1724904851290625,0.13020115969042229,1.4620780944824218e-06,0.000768711805343628,1.4375150203704834e-06,1.4773905277252197e-06,1.2607276439666747e-06,1.5089809894561768e-06,1.6257762908935547e-06,0.0007726752758026123,0.0007692663669586181,0.0007685297727584839,0.0007665525674819947,0.0007665350437164307
1,14.207042899216203,0.40748551385532217,0.40175832440925574,0.3986694943388238,0.43111558716027243,0.4010420524412952,0.4048421109269633,0.20154894917292523,0.19767592073750603,0.19422647375897867,0.19867719174700768,0.19936388477719635,0.1982984840387228,0.17727707481367752,0.1762846630588133,0.16600252421373382,0.1729497725571323,0.17188708172810663,0.1728802232742927,0.40175832440925574,0.3986694943388238,0.43111558716027243,0.4010420524412952,0.4048421109269633,0.40748551385532217,0.3935673886886928,0.390436267334335,0.42332660179177717,0.3928413097515969,0.3966933974355983,0.3993729930004,1.6099095344543458e-06,0.0007781770944595337,2.404153347015381e-06,1.446247100830078e-06,1.3461112976074219e-06,1.3651251792907714e-06,1.4879107475280762e-06,0.0007924400568008423,0.0007782386541366577,0.0007690119743347167,0.0007685190439224244,0.0007826757431030274
2,76.62459148242364,0.20165174443341094,0.15562508361206417,0.20991942351194537,0.21482412832758435,0.18706202811289852,0.2408280586025623,0.22846880332470548,0.22986132572854445,0.22952833497112735,0.22970085192918344,0.22692849295947254,0.22889756178260665,0.20740583279432473,0.20651155070592211,0.20029988164840612,0.20188044230670493,0.19369739414368,0.20195902031980756,0.15562508361206417,0.20991942351194537,0.21482412832758435,0.18706202811289852,0.2408280586025623,0.20165174443341094,0.14406416944245248,0.1991018902638838,0.2040737487458627,0.17593153863979916,0.2304337166057414,0.19072101273954792,1.3466060161590577e-06,0.0007677865266799927,1.475214958190918e-06,1.3348758220672606e-06,1.2875795364379883e-06,1.2718439102172852e-06,1.363515853881836e-06,0.0007633540630340576,0.0007714400291442871,0.0007703747749328614,0.0007675930261611939,0.0007661707401275634
3,30.837392288708443,0.25027749849975783,0.25447155972557745,0.22909721948737694,0.24517800099148035,0.2807308668810019,0.24190984541335236,0.21630308143600602,0.21974644419335737,0.2278038263956415,0.22238850635351304,0.22252214701950612,0.22175280107960482,0.19058313533217894,0.19946442490372732,0.19525524421538953,0.193407872953944,0.20058855361183903,0.19585984620341576,0.25447155972557745,0.22909721948737694,0.24517800099148035,0.2807308668810019,0.24190984541335236,0.25027749849975783,0.24426402022891958,0.2185422625533806,0.23484321702939615,0.270882861508683,0.23153031489923503,0.2400125352439229,1.4770805835723876e-06,0.0007689859867095947,1.5326738357543944e-06,1.5345215797424317e-06,1.3318359851837158e-06,1.3894438743591309e-06,1.5969276428222657e-06,0.0007687515020370484,0.0007702977657318115,0.0007670906782150269,0.0007671709060668945,0.0007716190814971924
4,99.64874379916287,0.1665432140684535,0.12563459001300714,0.1772419860693828,0.23990711932603115,0.12985976776113628,0.1600726071727101,0.2443308744707575,0.23237695583439014,0.22864593359338048,0.23175906312219674,0.23374317172190848,0.23417119974852665,0.21369754477475988,0.2034720604889336,0.20074062245534632,0.2081604007376977,0.20342481721186276,0.20589908913372007,0.12563459001300714,0.1772419860693828,0.23990711932603115,0.12985976776113628,0.1600726071727101,0.1665432140684535,0.11366305549492961,0.16597704368797983,0.2295001681200488,0.11794608303981313,0.14857258708836074,0.1551317874862264,1.4536499977111817e-06,0.0007688024282455445,1.5362203121185302e-06,1.530081033706665e-06,1.3635754585266113e-06,1.3764500617980957e-06,1.461923122406006e-06,0.0007693597078323364,0.0007674963474273681,0.000769977331161499,0.0007673051357269287,0.0007698736190795898
5,178.00723018439675,0.15494007178404456,0.15213616777381067,0.13792916866668525,0.13969535955716583,0.1903210394927669,0.15461862342979416,0.23515269348590362,0.2347674317885682,0.23181371732896325,0.23406148708779484,0.23763852431943833,0.23468677080213363,0.20917655355409578,0.20685043248874999,0.21681707675391668,0.20708703282325056,0.20386431240270755,0.2087590816045441,0.15213616777381067,0.13792916866668525,0.13969535955716583,0.1903210394927669,0.15461862342979416,0.15494007178404456,0.14052748447253927,0.12612596762916006,0.1279163406464373,0.17923517137223177,0.14304392912584107,0.14336977864924189,1.5059649944305421e-06,0.0007698226928710937,1.5148818492889405e-06,1.473933458328247e-06,1.4525353908538818e-06,1.6098618507385254e-06,1.4786124229431152e-06,0.0007637099027633667,0.0007767288684844971,0.0007717517614364624,0.0007703479528427124,0.0007665749788284302
6,13.580462809873307,0.40539667986413264,0.40592547816310076,0.3931604681869447,0.41821602521198054,0.37519140489438574,0.43449002286425165,0.19801983705430598,0.20108956900665584,0.19586174082830718,0.19856760919877645,0.19813193558210196,0.1983341383340295,0.17142401399640567,0.17381032455844925,0.16887942363587924,0.1753235435325945,0.17729348369281756,0.17334615788322924,0.40592547816310076,0.3931604681869447,0.41821602521198054,0.37519140489438574,0.43449002286425165,0.40539667986413264,0.3977915977931229,0.3848518133396057,0.410250423123098,0.36663672331839614,0.4267472392016426,0.3972555593551731,1.4712393283843994e-06,0.00077040593624115,1.5512406826019288e-06,1.5824437141418457e-06,1.317828893661499e-06,1.33669376373291e-06,1.5679895877838135e-06,0.000765702247619629,0.000766512393951416,0.0007664182186126709,0.000774075984954834,0.0007793208360671998
7,52.62757392982095,0.19710018412093902,0.1718730161461307,0.24237729626078852,0.17388971803353626,0.18804915334548566,0.20931173681875392,0.23109996125912582,0.22240836249267326,0.23213083329284626,0.22727497037229571,0.23452236009153504,0.22948729750169522,0.20402340663510357,0.19147777807883945,0.2112976572318546,0.20462681623792547,0.20178846089951447,0.2026428238166475,0.1718730161461307,0.24237729626078852,0.17388971803353626,0.18804915334548566,0.20931173681875392,0.19710018412093902,0.1605345635274419,0.2320041659357588,0.16257887745894473,0.17693217927871485,0.19848588331677952,0.18610713390352795,1.5180885791778563e-06,0.0007680510520935059,1.5002787113189698e-06,1.4843940734863281e-06,1.4645457267761231e-06,1.53428316116333e-06,1.6069412231445313e-06,0.0007651163339614869,0.0007740272283554078,0.0007660101652145386,0.0007670027017593384,0.0007680988311767578
8,96.83340236466746,0.16806325268742695,0.16080822678580364,0.14680999827676844,0.11546691421153044,0.21893199148097697,0.19829913268205523,0.23313871154632707,0.23634620194123812,0.23691210244193067,0.22821563206810075,0.2309408801164734,0.23311070562281402,0.2119803822475643,0.2072868073215807,0.21014651009306987,0.19943846689783634,0.20473306063950766,0.2067170454399118,0.16080822678580364,0.14680999827676844,0.11546691421153044,0.21893199148097697,0.19829913268205523,0.16806325268742695,0.14931827857242475,0.13512839074810346,0.10335616709373707,0.20823785546170026,0.18732249808895962,0.15667263799298503,1.4737963676452638e-06,0.000769764757156372,1.4997422695159912e-06,1.4599859714508056e-06,1.2688934803009033e-06,1.549065113067627e-06,1.5912950038909913e-06,0.0007703772783279419,0.0007707628011703492,0.0007682260274887085,0.0007674210071563721,0.0007720366716384888
9,135.8653245553584,0.14900285338185265,0.17934643950154638,0.17829652576044897,0.11099515473103727,0.1623292814827868,0.11404686543344389,0.23436617119147757,0.22965487246839006,0.24007175981025272,0.2359384489588727,0.23834809211987346,0.23567586890977332,0.20411131649883607,0.20611074941816546,0.21418029651107115,0.21134485294850705,0.2109297459213681,0.20933539225958958,0.17934643950154638,0.17829652576044897,0.11099515473103727,0.1623292814827868,0.11404686543344389,0.14900285338185265,0.16811031063062443,0.16704602180280803,0.09882318169743587,0.15086015906901162,0.10191667545712702,0.13735126973140138,1.4508306980133055e-06,0.0007719495296478272,1.5012025833129883e-06,1.4691650867462157e-06,1.361161470413208e-06,1.4356076717376709e-06,1.4870166778564453e-06,0.0007715312242507935,0.0007678738832473755,0.0007694070339202881,0.0007829848527908325,0.0007679506540298462
