,degree,kernel,C,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,3,poly,3.5161985122973514,0.5885912340555778,0.5577452197321169,0.5790692867799577,0.5882658283651334,0.5996386894454805,0.6182371459552001,0.19298107228758846,0.19536615652328437,0.1898756928803657,0.18695738370267098,0.18391852251562607,0.1898197655819071,0.16734911827134608,0.16885460696800594,0.1649827647032315,0.15935609433495349,0.15583712725626106,0.16327594230675962,0.5577452197321169,0.5790692867799577,0.5882658283651334,0.5996386894454805,0.6182371459552001,0.5885912340555778,0.5487042361491278,0.5704642296102125,0.579848775452666,0.5914541311377219,0.6104327945948294,0.5801808333889115,0.0005115569631258647,2.7881383895874026e-05,0.0005603045225143433,0.0005533455808957418,0.0004677568872769674,0.0005327674746513366,0.00044361035029093427,2.7737617492675782e-05,2.8997262318929037e-05,2.6729504267374674e-05,2.880255381266276e-05,2.7139981587727863e-05
1,6,sigmoid,0.7367605430336118,-10.892828850712172,-9.764298588513586,-10.101817025827684,-8.6849157789671,-13.199755302339733,-12.713357557912758,0.9061407168450782,0.8884087856420122,0.8446437785922049,1.0113700533346315,0.9724735318282351,0.9246073732484323,0.9296055129018427,0.966736935893652,0.895363046262075,1.0615427893111586,1.003985972890121,0.9714468514517698,-9.764298588513586,-10.101817025827684,-8.6849157789671,-13.199755302339733,-12.713357557912758,-10.892828850712172,-9.984352392708072,-10.328770695861639,-8.88290383577733,-13.490039908179728,-12.993698768636698,-11.135953120232694,0.00017541784048080445,9.195415178934733e-05,0.00018702904383341472,0.00017102400461832683,0.00016835063695907592,0.00016918182373046876,0.000181503693262736,9.228110313415528e-05,9.307146072387695e-05,9.157180786132812e-05,9.136676788330079e-05,9.147961934407552e-05
2,5,poly,0.3018510576831708,0.4313101150005473,0.3624402357179741,0.4666344782148476,0.40404406952029637,0.5072757172931459,0.41615607425647205,0.23388313446943518,0.22447021180885618,0.224269595627263,0.21715040103170372,0.2256862381600314,0.22509191621945787,0.20212458319615256,0.18391696890993434,0.19132808213947144,0.17800441548772725,0.1897709863739634,0.1890290072214498,0.3624402357179741,0.4666344782148476,0.40404406952029637,0.5072757172931459,0.41615607425647205,0.4313101150005473,0.34940664598818827,0.4557309241068036,0.3918609840590418,0.4972029891969241,0.40422059366205576,0.4196844274026027,0.0001374578277269999,2.9445409774780273e-05,0.000148107906182607,0.000137253204981486,0.0001350541909535726,0.00013372828563054402,0.00013314555088678995,2.9757022857666016e-05,2.9158592224121093e-05,2.9671986897786458e-05,2.941409746805827e-05,2.922534942626953e-05
3,5,sigmoid,3.383676613794133,-242.14726735050027,-274.9271079539268,-198.5601013555656,-277.78731328091743,-228.95602750551217,-230.50578665657943,4.447069744403871,3.8056601347139987,4.348448237320794,3.947433072812382,4.155474055278223,4.140817048905854,4.699302347065786,4.117249028041719,4.763619011977714,4.34694748021147,4.234672738073467,4.432358121074031,-274.9271079539268,-198.5601013555656,-277.78731328091743,-228.95602750551217,-230.50578665657943,-242.14726735050027,-280.56786654923707,-202.63969456896726,-283.4865428539515,-233.65700251414276,-235.23844328328977,-247.11790995391766,0.0001887486378351847,9.390203158060709e-05,0.00019106745719909668,0.00020121395587921142,0.00017538607120513915,0.0001990554730097453,0.00017702023188273112,9.415388107299805e-05,9.492158889770508e-05,9.378989537556966e-05,9.404341379801432e-05,9.260137875874837e-05
4,10,sigmoid,0.13125277487325965,0.3640967563917131,0.39587396017947607,0.35336260928886987,0.38071770802700355,0.39171605034037116,0.29881345412284477,0.23062433447893013,0.24661091250661873,0.23562121617788642,0.2385738283718833,0.25362854175552574,0.24101176665816887,0.1873509965881564,0.1933184576984504,0.1891126602566515,0.19264520876203178,0.22374624995661252,0.19723471465238052,0.39587396017947607,0.35336260928886987,0.38071770802700355,0.39171605034037116,0.29881345412284477,0.3640967563917131,0.3835238537436221,0.3401434462760359,0.36805776338701046,0.3792809440440925,0.284479146541029,0.35109703079835797,0.0001554502248764038,8.620953559875487e-05,0.0001561276117960612,0.00015360414981842042,0.00015945196151733398,0.0001568115750948588,0.00015125582615534464,8.759538332621256e-05,8.678952852884928e-05,8.616169293721517e-05,8.644342422485351e-05,8.405764897664388e-05
5,8,rbf,0.680962464133158,0.8219720821218847,0.7825350296538994,0.7995892735450837,0.858068965952502,0.8300813635927402,0.8395857778651981,0.11939729791448016,0.11705013964656463,0.10405112265497053,0.10332446936517327,0.10533434714412297,0.1098314753450623,0.13954539618627668,0.13281995072133174,0.10214829729136775,0.12141025697650643,0.1152545316330504,0.12223568656170661,0.7825350296538994,0.7995892735450837,0.858068965952502,0.8300813635927402,0.8395857778651981,0.8219720821218847,0.7780894084543198,0.7954922910621893,0.8551674797368802,0.8266077287769189,0.8363064411264969,0.8183326698313611,0.00013445347547531129,4.795106252034505e-05,0.00013527512550354004,0.0001348047455151876,0.0001365151007970174,0.00013216177622477215,0.00013351062933603922,4.751443862915039e-05,4.842082659403483e-05,4.8229297002156574e-05,4.743615786234538e-05,4.8154592514038085e-05
6,7,sigmoid,4.5833590944403575,-415.9069768797308,-471.04910776939323,-482.94431543424236,-348.0664056205995,-365.66653835620104,-411.80851721821773,5.680265751782635,5.690087262799817,5.0379306895666165,5.392016503084432,5.287813236061035,5.417622688658907,5.997583366039253,6.023302004481077,5.536704344890203,5.7370863549807565,5.717522492830623,5.802439712644383,-471.04910776939323,-482.94431543424236,-348.0664056205995,-365.66653835620104,-411.80851721821773,-415.9069768797308,-480.6991747084609,-492.8375552727618,-355.20234576957256,-373.16227678937724,-420.2475329024062,-424.4297770885158,0.00019441847006479898,9.257626533508301e-05,0.00018138806025187173,0.00018420269091924031,0.00022243102391560874,0.0001835832993189494,0.0002004872759183248,9.265661239624023e-05,9.287317593892416e-05,9.244958559672038e-05,9.253899256388346e-05,9.23629601796468e-05
7,10,poly,2.099424117804221,-4.497983681115743,-6.569058423034556,-2.5453468405424147,-5.5868275162762,-2.7925156350481983,-4.996169990677343,0.46330484389836785,0.39803264248585407,0.43212640973961375,0.41415764082030326,0.45377055355087254,0.43227841809900236,0.9527662748157424,0.5956697679741105,0.9251513389950451,0.6475043250914329,0.8528170424755924,0.7947817498703846,-6.569058423034556,-2.5453468405424147,-5.5868275162762,-2.7925156350481983,-4.996169990677343,-4.497983681115743,-6.723792155703065,-2.6178241183729236,-5.721481571123413,-2.87004576728087,-5.118749274984205,-4.610378577492895,0.00020777527491251625,3.187910715738932e-05,0.0002237476905186971,0.0002092410127321879,0.00020610570907592774,0.0002062500516573588,0.00019353191057840983,3.1829277674357096e-05,3.190835316975912e-05,3.182609875996908e-05,3.185868263244629e-05,3.197312355041504e-05
8,9,linear,4.1858403072906105,0.5876474113561083,0.5948825258013284,0.5947602996550382,0.6062289158600126,0.5875099432271834,0.5548553722369793,0.18419373942540182,0.19880314299358048,0.18094900819671286,0.1906786742507022,0.2013536699460684,0.19119564696249317,0.15366976058620122,0.16274858785145765,0.15563608356597364,0.16673775631202647,0.17099308565182444,0.1619570547934967,0.5948825258013284,0.5947602996550382,0.6062289158600126,0.5875099432271834,0.5548553722369793,0.5876474113561083,0.5866007375723947,0.5864760127655331,0.598179081090541,0.5790774378076369,0.5457553117034935,0.5792177161879197,0.0010909794370333355,2.129515012105306e-05,0.0011381306250890096,0.001067225436369578,0.001080632507801056,0.001095222036043803,0.0010736865798632305,2.199570337931315e-05,2.1430253982543947e-05,2.193133036295573e-05,2.0997126897176106e-05,2.0121335983276366e-05
9,9,sigmoid,0.6668438177965236,-8.941770262691318,-10.360987017002367,-8.619040647902601,-9.316757304323913,-7.568022393968468,-8.844043950259236,0.8867282375435905,0.8476363654676491,0.8583756412102637,0.8062743406035615,0.8883778449053368,0.8574784859460804,0.902939039954723,0.8671073281546253,0.894477016663849,0.8332486745336856,0.9035246286119569,0.880259337583768,-10.360987017002367,-8.619040647902601,-9.316757304323913,-7.568022393968468,-8.844043950259236,-8.941770262691318,-10.593238881063744,-8.81568202400964,-9.527662053304981,-7.7431778773204645,-9.045285053160617,-9.14500917777189,0.00017534534136454263,9.224255879720052e-05,0.00017539421717325846,0.00019251356522242228,0.00017177442709604898,0.0001681801676750183,0.00016886432965596517,9.221792221069336e-05,9.409944216410319e-05,9.27261511484782e-05,9.122570355733236e-05,9.09435749053955e-05
