,alpha,n_restarts_optimizer,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,7.026479659944346e-06,1,0.08676381093775125,0.08438083250701156,0.07923855320065443,0.08343622972212694,0.0955579923736497,0.09120544688531362,0.26693281605244773,0.2698634889332546,0.27176533320461166,0.2664400612987571,0.26616028718502194,0.2682323973348186,0.18648137359642816,0.1916345696851968,0.18937803866614347,0.18156232157398114,0.18256125809484477,0.18632351232331887,0.08438083250701156,0.07923855320065443,0.08343622972212694,0.0955579923736497,0.09120544688531362,0.08676381093775125,0.07184446459508931,0.06663177882764115,0.07088692860777468,0.08317465859783246,0.07876251943394619,0.07426007001245676,0.0009725076735019683,0.0002808743238449097,0.000991683155298233,0.000977371722459793,0.000973858892917633,0.0009537619650363922,0.0009658626317977906,0.00027496135234832765,0.0002832595109939575,0.00028044891357421875,0.0002830289602279663,0.0002826728820800781
1,3.7689810725509502e-06,1,0.08846924004184256,0.08444705384181783,0.0887831478916482,0.0901280180551256,0.09089060956303718,0.08809737085758396,0.27180846432328115,0.26951104521973446,0.26573429169732116,0.2645638053390969,0.2683776786921269,0.26799905705431215,0.1907475578452224,0.18348738430261882,0.183834531644149,0.1879326591707146,0.18477414936065162,0.1861552564646713,0.08444705384181783,0.0887831478916482,0.0901280180551256,0.09089060956303718,0.08809737085758396,0.08846924004184256,0.0719115926114573,0.07630705508894764,0.07767033878914609,0.07844337145867708,0.07561188861273338,0.0759888493121923,0.0009528401732444763,0.0003020219326019287,0.0009761494696140289,0.0009524448215961456,0.0009497730731964112,0.0009568104445934296,0.0009290230572223663,0.0002744402885437012,0.0003098599910736084,0.00031864440441131594,0.0002974163293838501,0.000309748649597168
2,4.931805419784086e-06,9,0.08919901849094976,0.09398506497755188,0.08812779560839235,0.08829539418340338,0.0889161151848602,0.08667072250054098,0.26340894357313,0.27275556475963836,0.26937804623229,0.26544613586309734,0.2686669959045506,0.2679311372665413,0.1810571262147608,0.18922600221094985,0.1875999476438226,0.1853293952733231,0.18683865690451423,0.1860102256494741,0.09398506497755188,0.08812779560839235,0.08829539418340338,0.0889161151848602,0.08667072250054098,0.08919901849094976,0.08158019517754878,0.07564272992960264,0.07581262321126936,0.0764418429282635,0.07416570703782022,0.07672861965690089,0.0009934805214405062,0.00027494597434997556,0.0010363888740539551,0.0009841580986976624,0.0009742507040500641,0.0009633089601993561,0.0010092959702014924,0.00027512168884277343,0.0002731034755706787,0.0002747466564178467,0.00027473020553588865,0.00027702784538269045
3,5.849660103659197e-07,3,0.08887150474793029,0.09194382301259996,0.08682174123122754,0.08870663021368075,0.09006540519324358,0.0868199240888996,0.26043388197630724,0.26401839019815093,0.27440651969033414,0.27188651495013927,0.2696840851073559,0.2680858783844575,0.18275990397344663,0.18607423011212207,0.182704267498469,0.18964936172911226,0.18810578696014887,0.18585871005465976,0.09194382301259996,0.08682174123122754,0.08870663021368075,0.09006540519324358,0.0868199240888996,0.08887150474793029,0.07951100517352305,0.07431879346918047,0.07622948975514598,0.0776068686517718,0.07431695144711481,0.07639662169934722,0.0010014978647232054,0.0002768784523010254,0.0010095524191856384,0.0010276854634284974,0.0010164447128772735,0.0009920364618301392,0.0009617702662944793,0.00028506314754486083,0.00027412009239196776,0.00028135550022125245,0.00027760398387908933,0.00026624953746795657
4,4.7896178803355465e-06,7,0.08779541647535019,0.08525892426080683,0.0788053825836934,0.09232258905404322,0.0888121795890856,0.09377800688912186,0.2729600079969176,0.26830333092221403,0.27406807906516517,0.26148240406220663,0.2639876037637077,0.26816028516204227,0.18900387745245345,0.18662023432698682,0.18824865077261232,0.1823398748479709,0.18413754558715564,0.18607003659743582,0.08525892426080683,0.0788053825836934,0.09232258905404322,0.0888121795890856,0.09377800688912186,0.08779541647535019,0.07273457890332302,0.06619267737566081,0.0798949571597527,0.07633648427919981,0.08137030211529139,0.07530579996664555,0.000992464345693588,0.00027454297542572025,0.001010481834411621,0.0010084058940410614,0.000988949805498123,0.0009711903035640717,0.000983293890953064,0.0002736605405807495,0.00027512311935424806,0.00027494239807128906,0.00027672302722930907,0.0002722657918930054
5,3.1564927054447582e-06,10,0.08829792514759838,0.08526607407098896,0.0968994585622247,0.09057487177675694,0.08282081165261657,0.08592840967540472,0.26714704576456755,0.26548227388344886,0.2686136999089205,0.27246524380496967,0.2668840748271541,0.26811846763781216,0.18840426942420857,0.1791134673516755,0.18532741765565147,0.19078791736716308,0.18647016094479799,0.18602064654869932,0.08526607407098896,0.0968994585622247,0.09057487177675694,0.08282081165261657,0.08592840967540472,0.08829792514759838,0.07274182660644368,0.08453449171698135,0.07812331069053613,0.07026308442879337,0.0734132307003722,0.07581518882862534,0.0009844638586044311,0.00027573988437652584,0.0010538821816444396,0.0010162579417228698,0.0009526511430740357,0.0009493966996669769,0.0009501313269138336,0.00028120481967926024,0.00027518296241760254,0.0002741638422012329,0.00027351033687591554,0.00027463746070861817
6,2.4308910289681547e-07,9,0.08719422781953476,0.08688208716323531,0.09256710340595631,0.08465366537705876,0.08538118510186332,0.08648709804956012,0.2692742292651424,0.2664325261173794,0.2656881510546307,0.26275981004893956,0.27705281586436376,0.26824150647009115,0.18146492695252625,0.18615915393661495,0.1861137518186525,0.18349680080135128,0.19347261144647965,0.18614144899112495,0.08688208716323531,0.09256710340595631,0.08465366537705876,0.08538118510186332,0.08648709804956012,0.08719422781953476,0.07437996563859406,0.0801428193248005,0.07212103300646067,0.07285851370112817,0.07397956845896081,0.07469638002598884,0.001013244366645813,0.00027743561267852784,0.0010725536942481995,0.0009969220161437989,0.0010209716558456422,0.0009954061210155486,0.000980368345975876,0.00027837932109832765,0.0002761744260787964,0.00027666115760803224,0.00027315175533294676,0.0002828114032745361
7,8.293890517389665e-06,1,0.08683160074160438,0.09004933841192608,0.09179907578800794,0.07991183820163539,0.08822980108480294,0.08416795022164958,0.2641399578045717,0.26661455694166536,0.2709465270438712,0.26686047337241925,0.2724906244221013,0.2682104279169258,0.18615209695111978,0.17934369252426932,0.1905998089470987,0.18387334997448257,0.19135795001602648,0.18626537968259937,0.09004933841192608,0.09179907578800794,0.07991183820163539,0.08822980108480294,0.08416795022164958,0.08683160074160438,0.07759058188916845,0.07936427611573427,0.06731428223380787,0.07574613203271863,0.07162866759283848,0.07432878797285354,0.0009798996090888978,0.00027632684707641603,0.001023453563451767,0.0009797354340553284,0.000964228332042694,0.0009597547948360443,0.0009723259210586548,0.0002760622501373291,0.0002759643793106079,0.0002774432897567749,0.00027816224098205564,0.0002740020751953125
8,6.568124578097276e-06,6,0.08697401823538176,0.08273462837026446,0.08818157048646891,0.08768056280170433,0.09265343703778672,0.08361989248068435,0.26980738840649054,0.2669928276728375,0.2630262150029252,0.2684213529577223,0.2724233383234359,0.26813422447268226,0.1890254648093784,0.18529239026954156,0.1850852334871448,0.18616964364785676,0.18617135180394104,0.18634881680357254,0.08273462837026446,0.08818157048646891,0.08768056280170433,0.09265343703778672,0.08361989248068435,0.08697401823538176,0.07017572115221027,0.07569724107629372,0.07518937375284329,0.08023033500939936,0.07107310601870587,0.0744731554018905,0.000983442187309265,0.00027683658599853515,0.0009993179738521576,0.0010076119601726532,0.0009698490500450134,0.0009668008089065552,0.0009736311435699463,0.00027965307235717775,0.00027446305751800535,0.0002747659683227539,0.0002756410837173462,0.0002796597480773926
9,9.165056634968765e-06,5,0.08869062552833877,0.09138966572774843,0.08982014216370593,0.08612725368519525,0.08620977825784715,0.08990628780719712,0.26916519392238675,0.2659592576002326,0.26609659788371415,0.2721710451031541,0.2661341351812846,0.2679052459381544,0.18571841275952583,0.18639138689736443,0.18866807463655774,0.18807944756552042,0.18230211628078083,0.18623188762794987,0.09138966572774843,0.08982014216370593,0.08612725368519525,0.08620977825784715,0.08990628780719712,0.08869062552833877,0.0789492605424793,0.07735824755844223,0.07361479721942454,0.07369845169241196,0.07744557268082508,0.07621326593871662,0.0009952299535274506,0.000280818510055542,0.001023979812860489,0.0009986382126808166,0.0009886379837989808,0.000985401690006256,0.0009794920682907105,0.0002738238573074341,0.00027734911441802977,0.0002849034070968628,0.0002934541702270508,0.00027456200122833254
