,n_estimators,criterion,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,min_impurity_decrease,ccp_alpha,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,39,mse,11,4,0.17778508099434015,0.07537837523477137,0.1405289984888718,0.06443301779581527,0.05178518530556886,0.06072884002189416,0.07727059771253442,0.0700089836600939,0.062371482278985035,0.258161442457756,0.26698030679288176,0.24765465191868458,0.2514378812181838,0.2664691918782194,0.2581406948531451,0.18084354061355,0.18864136163007847,0.18584978660577192,0.17836258458673146,0.18655187484641558,0.18404982965650948,0.05178518530556886,0.06072884002189416,0.07727059771253442,0.0700089836600939,0.062371482278985035,0.06443301779581527,0.032400896078425334,0.04152738530343203,0.05840730499115521,0.05099724226984026,0.04320360798145151,0.04530728732486087,1.6058226426442464e-05,3.627618153889974e-06,1.863559087117513e-05,1.5616118907928467e-05,1.5412171681722005e-05,1.5413761138916017e-05,1.5213489532470704e-05,3.731648127237956e-06,3.881057103474935e-06,3.669261932373047e-06,3.514687220255534e-06,3.3414363861083986e-06
1,469,mse,19,7,0.0048598306562428716,0.13521749955086707,0.051138963565475704,0.08981944430814523,0.10031885999134693,0.07869334588743326,0.07614309971022282,0.10107764644014183,0.09286426951158133,0.2531366934717701,0.2604613510873904,0.25965300602035435,0.2551731880941504,0.24235915815289752,0.25415667936531255,0.18654036006302166,0.185777119150744,0.18333322237338168,0.17115883147331856,0.18291633096245463,0.1819451728045841,0.10031885999134693,0.07869334588743326,0.07614309971022282,0.10107764644014183,0.09286426951158133,0.08981944430814523,0.08192674128588895,0.05985913830761935,0.05725675762593441,0.08270103955305785,0.07431975713362393,0.0712126867812249,0.00015858582655588785,3.2515605290730796e-05,0.00016532699267069497,0.00015388280153274536,0.00015704065561294555,0.00015856772661209105,0.00015811095635096233,3.2616058985392255e-05,3.237446149190267e-05,3.257274627685547e-05,3.236850102742513e-05,3.264625867207845e-05
2,467,mse,18,13,0.10011431898471018,0.1313618051799973,0.16587746912248455,0.015551179560608853,-0.004348670641710184,0.0004956984008058773,0.038845905195058594,0.016366613548178588,0.026396351300711385,0.2659801190780828,0.2746443473944021,0.25153580564263345,0.26773803713609606,0.2650779408288248,0.2649952500160079,0.17946130369699928,0.1943559852953845,0.1866033431116108,0.2012975302200957,0.18014183949660972,0.18837200036413998,-0.004348670641710184,0.0004956984008058773,0.038845905195058594,0.016366613548178588,0.026396351300711385,0.015551179560608853,-0.02488050036522038,-0.01993709822473133,0.019197099168381637,-0.003741735067531504,0.006493039913332388,-0.004573838915153838,0.0001589874823888143,3.5924673080444336e-05,0.00016039222478866577,0.00015604952971140545,0.00016258835792541505,0.0001585322618484497,0.0001573750376701355,5.042354265848796e-05,3.204067548116048e-05,3.346522649129232e-05,3.1635363896687825e-05,3.20585568745931e-05
3,74,mae,17,17,0.024306759207814783,0.05601694822917182,0.08374445361940766,-0.03962347108671478,0.0053953735111486045,-0.10553039090937033,0.0042761006236551324,-0.038767005157277046,-0.06349143350173025,0.2450113344131024,0.27761665180567796,0.24517260280604286,0.2600223027931539,0.2614499136670682,0.25785456109700905,0.19531865514915148,0.22470470878554144,0.1984654680289115,0.21989865856579174,0.21987726746270408,0.21165295159842,0.0053953735111486045,-0.10553039090937033,0.0042761006236551324,-0.038767005157277046,-0.06349143350173025,-0.03962347108671478,-0.014937259398333902,-0.1281306714731052,-0.016079413503288897,-0.06000244648928277,-0.08523231459546232,-0.06087642109189462,0.0013292283813158671,6.099859873453776e-06,0.0013159121076265971,0.0013156371315320332,0.0013249758879343668,0.001362916628519694,0.0013267001509666442,6.239811579386393e-06,5.90046246846517e-06,6.281932195027669e-06,5.613962809244792e-06,6.463130315144857e-06
4,247,mae,15,7,0.19623192690000996,0.01283433297307937,0.1578007628778633,-0.057130721657623874,-0.06514507347532494,-0.03929980579589354,-0.07278114069613584,-0.06903533686182772,-0.03939225145893732,0.25093403273989395,0.25908756740586786,0.2569818706615436,0.26579629467974447,0.2709158780335763,0.26074312870412525,0.20873332958263968,0.21015156410187644,0.2121170829064754,0.21565061968827515,0.2204828674942064,0.21342709275469463,-0.06514507347532494,-0.03929980579589354,-0.07278114069613584,-0.06903533686182772,-0.03939225145893732,-0.057130721657623874,-0.08691975981553601,-0.0605461391341402,-0.09471193062518801,-0.09088955158472722,-0.06064047465741651,-0.0787415711634016,0.005241421302159628,1.774263381958008e-05,0.005401799082756042,0.005343937973181407,0.0052653477589289345,0.0050649468104044595,0.005131074885527293,1.9310712814331056e-05,1.741488774617513e-05,1.6916195551554362e-05,1.6359885533650718e-05,1.8711487452189128e-05
5,129,mae,15,5,0.032331885250996645,0.025019304847030972,0.16021648631185287,-0.05623648940483235,-0.05914336455458846,-0.06263534410867933,-0.07028281115945845,-0.04207955187161416,-0.04704137532982133,0.26360711223670125,0.2662755759495816,0.26027728910815795,0.2581896301719435,0.25505998790013074,0.260681919073303,0.21561316187862323,0.2154836220478013,0.21937517116465133,0.2058923168725788,0.21148374515633322,0.21356960342399756,-0.05914336455458846,-0.06263534410867933,-0.07028281115945845,-0.04207955187161416,-0.04704137532982133,-0.05623648940483235,-0.08079535837853236,-0.08435872422674429,-0.0921625279122924,-0.0633827113647305,-0.068445969033327,-0.07782905818312531,0.0034239860574404395,1.055145263671875e-05,0.0034511391321818035,0.003399554193019867,0.003504237731297811,0.0033655089139938356,0.0033994903167088824,1.0383923848470052e-05,1.1627674102783204e-05,1.0235309600830078e-05,1.0160605112711589e-05,1.0349750518798827e-05
6,97,mae,9,18,0.10124268543148773,0.014509179450586966,0.08096546032402048,-0.0178645484228656,-0.01897157209059208,0.0334354971342522,-0.06649314244188087,-0.025733613804702404,-0.011559910911404847,0.24153472479769425,0.23853675047797335,0.2722662620044456,0.2752645193563686,0.2500020489296557,0.25552086111322747,0.20458980692975742,0.19515543006690542,0.2170687766180503,0.21989619323364826,0.21174901172821695,0.20969184371531568,-0.01897157209059208,0.0334354971342522,-0.06649314244188087,-0.025733613804702404,-0.011559910911404847,-0.0178645484228656,-0.039802336767060575,0.013676086513487284,-0.08829538726181707,-0.046702614427626354,-0.03223915951606715,-0.03867268229181677,0.0025224922498067225,7.692734400431314e-06,0.0025012815992037454,0.002539892494678497,0.0025464584430058795,0.0024795499444007873,0.0025452787677447,8.002519607543945e-06,7.994174957275391e-06,7.891654968261719e-06,7.481177647908529e-06,7.094144821166992e-06
7,69,mae,17,3,0.018947069647905896,0.06305535944679413,0.044679549650394196,0.0821326924053829,0.0884460168866994,0.1032219391795568,0.0653809576554133,0.08155931705001973,0.07205523125522528,0.23696184882980798,0.22994180380017956,0.2512202659029475,0.24266416860965398,0.24646590077478248,0.24145079758347432,0.19804309411028226,0.1935717330786231,0.20419105381776953,0.20357550949126088,0.20504318637084618,0.20088491537375636,0.0884460168866994,0.1032219391795568,0.0653809576554133,0.08155931705001973,0.07205523125522528,0.0821326924053829,0.0698111824789317,0.084889167919173,0.0462746058527983,0.06278369831850383,0.053085321161635335,0.06336879514620844,0.0012147517402966816,6.009419759114584e-06,0.0012273433804512023,0.0012394831577936809,0.0012038577596346538,0.0012015112241109212,0.0012015631794929503,6.14007314046224e-06,5.810260772705078e-06,6.04708989461263e-06,5.9966246287028e-06,6.053050359090169e-06
8,107,mse,19,10,0.16421680771020722,0.03662622918702608,0.03091952959706164,0.2403860102380265,0.24733822587299037,0.22588801343702247,0.2489930136209767,0.252747732066543,0.2269630661926001,0.2202189510274826,0.23944724537017115,0.22598754118161513,0.23236764737458113,0.2330161629012966,0.23020750957102934,0.1678238003897916,0.1762939719264889,0.16278775646184393,0.16309595542138217,0.17508372139612674,0.16901704111912666,0.24733822587299037,0.22588801343702247,0.2489930136209767,0.252747732066543,0.2269630661926001,0.2403860102380265,0.2319516137954365,0.21006289616486618,0.23364023025377356,0.2374717061462679,0.21115992614883716,0.2248572745018363,4.3434262275695795e-05,8.849541346232096e-06,4.461000363032023e-05,4.290143648783366e-05,4.303375879923503e-05,4.322409629821777e-05,4.340201616287231e-05,9.119510650634766e-06,8.84850819905599e-06,8.885463078816731e-06,8.685588836669922e-06,8.708635965983072e-06
9,195,mae,13,1,0.01739486349723314,0.09215648395904406,0.030664287858835865,-0.056833070555599094,-0.056146905046198015,-0.029407342280736604,-0.07429126640315964,-0.05383987577326499,-0.07047996327463624,0.24793333102545737,0.26115920290075156,0.2585435555415364,0.2619281111312166,0.2742175845833936,0.26075635703647115,0.20602337972997,0.20513752252657566,0.21350207203610438,0.22221429309016813,0.21962661693573027,0.2133007768637097,-0.056146905046198015,-0.029407342280736604,-0.07429126640315964,-0.05383987577326499,-0.07047996327463624,-0.056833070555599094,-0.07773764245770454,-0.05045144467829843,-0.09625292772656313,-0.07538345074648323,-0.0923637103943904,-0.07843783520068795,0.0027295119961102806,1.4573494593302409e-05,0.0027209954460461934,0.0027211215098698932,0.002867592970530192,0.002688189446926117,0.002649660607179006,1.439213752746582e-05,1.4328559239705404e-05,1.5733242034912108e-05,1.443028450012207e-05,1.398324966430664e-05
