,n_neighbors,weights,p,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,11,uniform,2.493213854513786,0.6019437817643265,0.5898837326850703,0.6389076290980231,0.59080146400229,0.5857067366164961,0.604419346419753,0.18092950798762023,0.182412728306722,0.18687042399072082,0.18269178070901185,0.1837141879298556,0.18332372578478612,0.16664460865869044,0.15468158484377043,0.16721805929641634,0.1705026049984598,0.1626765198511762,0.1643446755297026,0.5898837326850703,0.6389076290980231,0.59080146400229,0.5857067366164961,0.604419346419753,0.6019437817643265,0.5814997544776102,0.6315258429807766,0.5824362469120472,0.5772373683701553,0.5963325187486066,0.5938063462978392,1.4723141988118488e-06,0.0011687660217285156,1.9744038581848145e-06,1.3355414072672526e-06,1.3615687688191732e-06,1.3479590415954589e-06,1.3420979181925455e-06,0.0011431058247884116,0.0011624614397684732,0.0011638224124908448,0.0011851453781127929,0.0011892950534820557
1,5,distance,5.945403789865167,0.5610737859720655,0.5693957328864884,0.5777079370505619,0.5758615060704606,0.5719236313490916,0.5104801225037252,0.1873946818032295,0.18742746637723381,0.19675690930371625,0.192283616404787,0.1913094024984431,0.19103441527748194,0.17971808517951468,0.17447907396885207,0.16624831165052548,0.16683747809934346,0.18204626983132538,0.17386584374591224,0.5693957328864884,0.5777079370505619,0.5758615060704606,0.5719236313490916,0.5104801225037252,0.5610737859720655,0.5605929199301645,0.5690750499033843,0.5671908724637238,0.5631724960444734,0.5004729018394061,0.5521008480362304,1.38092041015625e-06,0.0007094969749450685,1.6148885091145834e-06,1.3349453608194988e-06,1.3000766436258952e-06,1.3554096221923827e-06,1.29928191502889e-06,0.0007239151000976563,0.0007085021336873372,0.0007094915707906087,0.0006982902685801188,0.0007072858015696208
2,4,uniform,4.045558542619029,0.5435662238017357,0.5114198515907717,0.5886284467521504,0.539148024565548,0.5616348504623714,0.5169999456378372,0.1942430658927024,0.1887212807278776,0.187505868804809,0.1952480669897464,0.19347839192930535,0.19183933486888816,0.1884055531575751,0.1712750728808754,0.17900768675713516,0.1789417787197519,0.1857297199976105,0.18067196230258964,0.5114198515907717,0.5886284467521504,0.539148024565548,0.5616348504623714,0.5169999456378372,0.5435662238017357,0.5014318417425422,0.5802188068220411,0.529726859820721,0.5526733823287231,0.5071260092624609,0.5342353799952977,1.440425713857015e-06,0.0007446561654408773,1.5586614608764648e-06,1.350541909535726e-06,1.3091166814168295e-06,1.5790263811747233e-06,1.4047821362813313e-06,0.0007422709465026855,0.0007546814282735189,0.000764845609664917,0.0007431300481160482,0.0007183527946472167
3,11,distance,4.525139415749964,0.5774163540106847,0.5827052957704761,0.6281025003972595,0.5318811296226564,0.5731815250852869,0.5712113191777446,0.18687889478423209,0.18336258240122802,0.19296660522882972,0.18549377618842375,0.1916264633606564,0.18806566439267397,0.1684710688203168,0.15798610479965514,0.18060260572920905,0.1720074806739503,0.16874995957714928,0.16956344392005612,0.5827052957704761,0.6281025003972595,0.5318811296226564,0.5731815250852869,0.5712113191777446,0.5774163540106847,0.5741745692785608,0.6204998257886856,0.5223114082520804,0.5644561048144581,0.5624456221251601,0.568777506051789,1.3815959294637046e-06,0.0009410432974497477,1.544356346130371e-06,1.336534818013509e-06,1.3527274131774903e-06,1.3118982315063477e-06,1.362462838490804e-06,0.0009194191296895345,0.0009575863679250081,0.0009254070123036703,0.0009570606549580892,0.0009457433223724366
4,3,distance,9.495792996237004,0.5035527690498213,0.4760227768111248,0.4842797477798523,0.4988258080883702,0.5393954246346346,0.5192400879351243,0.20393149372180333,0.20270393971221168,0.1926748349906694,0.19949294126426462,0.20616244256131938,0.20099313045005368,0.18704770701002688,0.1929272004715896,0.19169890183601743,0.17721079545234705,0.1895442386760472,0.18768576868920564,0.4760227768111248,0.4842797477798523,0.4988258080883702,0.5393954246346346,0.5192400879351243,0.5035527690498213,0.4653111470355431,0.4737369146850623,0.4885803390884731,0.5299793174721399,0.5094119466322649,0.4934039329826966,1.3779401779174806e-06,0.0005649429162343343,1.5488266944885254e-06,1.3828277587890625e-06,1.3118982315063477e-06,1.3466676076253255e-06,1.2994805971781412e-06,0.0005665568510691324,0.0005819785594940185,0.0005531958738962809,0.000571604569753011,0.0005513787269592285
5,5,distance,7.254472207199892,0.5616059446744042,0.5502015371025606,0.532885140912063,0.5845008241730754,0.5411093663653139,0.5993328548190081,0.18883997782486844,0.20107028259175383,0.18719544994704868,0.1924880441080514,0.18333691074156847,0.19058613304265817,0.18466949570215813,0.1806156070126994,0.16491995521343938,0.1777332953816653,0.16516330538896246,0.17462033173978492,0.5502015371025606,0.532885140912063,0.5845008241730754,0.5411093663653139,0.5993328548190081,0.5616059446744042,0.5410063385424766,0.5233359444741494,0.5760068035428827,0.5317282971939064,0.5911420443553421,0.5526438856217515,1.3703107833862304e-06,0.0006800766785939534,1.5599528948465983e-06,1.33514404296875e-06,1.3106067975362142e-06,1.3528267542521158e-06,1.2930234273274739e-06,0.0006817531585693359,0.0006708534558614095,0.0006843368212381999,0.0006803735097249349,0.000683066447575887
6,14,distance,6.004572759388407,0.5576704635575093,0.5581103558808542,0.5742936931535259,0.5247339415946245,0.5539737468806302,0.577240580277911,0.18891553202806513,0.18560757403322317,0.20467545484333483,0.20788906013314498,0.18706988764408244,0.19483150173637012,0.16789188845988962,0.1610740594993302,0.18547966249655015,0.17940611657912062,0.16467515007847647,0.17170537542267342,0.5581103558808542,0.5742936931535259,0.5247339415946245,0.5539737468806302,0.577240580277911,0.5576704635575093,0.5490768367506502,0.5655910088568348,0.5150181107583988,0.544855663341563,0.5685981389888735,0.548627951739264,1.3849139213562011e-06,0.0009503060181935627,1.5479326248168945e-06,1.3441840807596842e-06,1.3549129168192545e-06,1.3300776481628419e-06,1.3474623362223307e-06,0.000936215321222941,0.0009601688385009765,0.0009599880377451579,0.000941927433013916,0.0009532304604848226
7,8,uniform,9.900726706000471,0.5553031828822574,0.5553011894023074,0.5874689407111802,0.5207308096444389,0.5734648206891286,0.5395501539642318,0.18933911423610741,0.17898332613941978,0.20244272491460288,0.19472950745802484,0.2055979907759947,0.19421853270482994,0.1734792324701052,0.1663917929658527,0.18676493361167834,0.16889339867400394,0.17143763979535714,0.17339339950339946,0.5553011894023074,0.5874689407111802,0.5207308096444389,0.5734648206891286,0.5395501539642318,0.5553031828822574,0.5462102426779933,0.5790355970800629,0.510933143061361,0.5647451918105417,0.5301372099226147,0.5462122769105148,1.3855497042338052e-06,0.0007544138431549073,1.563727855682373e-06,1.3546148935953776e-06,1.3083219528198242e-06,1.356502374013265e-06,1.3445814450581869e-06,0.0007513324419657389,0.0007393483320871989,0.0007755573590596517,0.0007434455553690592,0.0007623855272928874
8,13,uniform,8.624744097328321,0.5435093243871438,0.5430315058491251,0.5447891761918182,0.5559795181847712,0.5602208039021519,0.5135256178078536,0.19097511124502733,0.20459212483555847,0.19338833531467298,0.19496543808231892,0.20765902249646184,0.1983160063948079,0.1686268265348552,0.17969888141244073,0.16381527891071268,0.1743357158424257,0.1820401527122652,0.1737033710825399,0.5430315058491251,0.5447891761918182,0.5559795181847712,0.5602208039021519,0.5135256178078536,0.5435093243871438,0.5336897308409301,0.5354833331156714,0.546902438488378,0.5512304285134395,0.503580655991319,0.5341773173899476,1.4022390047709147e-06,0.0008896287282307944,1.6123056411743164e-06,1.343389352162679e-06,1.3886888821919758e-06,1.3087193171183268e-06,1.3580918312072754e-06,0.0008888701597849528,0.0008797065416971842,0.0008902176221211751,0.0008939731121063232,0.0008953762054443359
9,5,distance,8.312030515114532,0.5345121268865544,0.5048894032089379,0.5396881952830217,0.49729650308318507,0.5787466738645691,0.5519398589930578,0.19290338930657389,0.19307480834699764,0.19993347911697465,0.19067039063014865,0.20323501296888102,0.19596341607391518,0.18051377592362147,0.1818933427854776,0.18685517761970055,0.1724596980250222,0.17825408829750064,0.17999521653026448,0.5048894032089379,0.5396881952830217,0.49729650308318507,0.5787466738645691,0.5519398589930578,0.5345121268865544,0.4947678918605687,0.530278073210443,0.48701977060788393,0.570135021541528,0.5427801968259653,0.5249961908092777,1.3998150825500488e-06,0.0006787307262420655,1.5566746393839519e-06,1.326302687327067e-06,1.3603766759236654e-06,1.4349818229675293e-06,1.3207395871480307e-06,0.0006612332661946615,0.0006824914614359538,0.0007004570960998535,0.0006781550248463949,0.0006713167826334635
