,n_neighbors,weights,p,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,11,uniform,2.493213854513786,0.6790691265380089,0.680238998440225,0.699502381797708,0.6541842017513404,0.6731203199414166,0.6882997307593539,0.13957155916219374,0.14134309191201624,0.14560255871111968,0.13214949604634005,0.14079218432531784,0.13989177803139752,0.12358422672997536,0.12383949908075262,0.13290848623431034,0.12570579686108058,0.12382585971177666,0.12597277372357912,0.680238998440225,0.699502381797708,0.6541842017513404,0.6731203199414166,0.6882997307593539,0.6790691265380089,0.6737021466195823,0.6933593299775589,0.6471147135418278,0.6664379414734387,0.6819276639264957,0.6725083591077807,1.477678616841634e-06,0.0011826210021972656,2.015531063079834e-06,1.3271967569986979e-06,1.3590852419535319e-06,1.3347466786702475e-06,1.3518333435058594e-06,0.0011647649606068928,0.0011775060494740805,0.0011790672938028972,0.0012010327974955241,0.0011907339096069336
1,5,distance,5.945403789865167,0.6446981957959972,0.6612900880781191,0.6692587024059058,0.6427146318244366,0.656295639089669,0.5939319175818552,0.14464787856596872,0.14008826849748598,0.1486000164176193,0.14923615539692536,0.14961663945886883,0.14643779166737364,0.13564137868160536,0.12657247617903788,0.13260820895631398,0.1342782301660018,0.13618255677295915,0.1330565701511836,0.6612900880781191,0.6692587024059058,0.6427146318244366,0.656295639089669,0.5939319175818552,0.6446981957959972,0.6543658650064622,0.6624973811603707,0.6354106719980196,0.649269314846187,0.5856306961354876,0.6374347858293054,1.3797481854756673e-06,0.0007076001167297363,1.6082326571146646e-06,1.3204415639241536e-06,1.3011693954467772e-06,1.3766686121622722e-06,1.2922286987304687e-06,0.0007195615768432617,0.0007069102923075358,0.0007087131341298421,0.0006967878341674805,0.0007060277462005615
2,4,uniform,4.045558542619029,0.6293083067003586,0.5713552626027044,0.6648364862055971,0.6469517542187531,0.6326604588643838,0.6307375716103549,0.15657326404217586,0.1456678801011089,0.14300197107325313,0.1514589317910243,0.14249003148636777,0.14783841569878597,0.1512008913313064,0.1270357771921272,0.13315674088808177,0.13976213692817555,0.138497486721002,0.13793060661213857,0.5713552626027044,0.6648364862055971,0.6469517542187531,0.6326604588643838,0.6307375716103549,0.6293083067003586,0.5625925081755024,0.6579847619031562,0.6397344135894942,0.625150962282395,0.6231887655785393,0.6217302823058175,1.4661351839701332e-06,0.0007371517817179363,2.04622745513916e-06,1.3304750124613443e-06,1.3065338134765626e-06,1.3495484987894693e-06,1.2978911399841308e-06,0.000747894843419393,0.0007494282722473144,0.0007450079917907715,0.0007261220614115398,0.0007173057397206624
3,11,distance,4.525139415749964,0.6667866352936906,0.6710556857863155,0.7070514755658777,0.6280945128432729,0.6549720468172893,0.6727594554556979,0.1468802144704164,0.13139879997134818,0.14846255765605165,0.1428865800685074,0.1446783343439167,0.14286129730204808,0.130553411187829,0.11725848938360148,0.1396392019046752,0.12887014541795566,0.12215412834940348,0.12769507524869295,0.6710556857863155,0.7070514755658777,0.6280945128432729,0.6549720468172893,0.6727594554556979,0.6667866352936906,0.6643311001465128,0.7010627493423522,0.6204916749456908,0.6479186644694315,0.6660696998602438,0.6599747777528462,1.3925631841023763e-06,0.0009403292338053384,1.5816092491149902e-06,1.3448794682820638e-06,1.3592839241027832e-06,1.3124942779541015e-06,1.3645490010579428e-06,0.0009197537104288736,0.0009593458970387777,0.0009229731559753418,0.0009549951553344726,0.0009445782502492269
4,3,distance,9.495792996237004,0.5930592180348233,0.5621260252049457,0.5892194162473106,0.6163859514176477,0.6249948594010161,0.5725698379031969,0.1615695807516948,0.15455815185511895,0.15166101414039584,0.15337524361191868,0.15761819448881303,0.15575643696958824,0.1476435248855242,0.14482595763352163,0.13818993759228054,0.14050851543061538,0.14891533534075604,0.14401665417653955,0.5621260252049457,0.5892194162473106,0.6163859514176477,0.6249948594010161,0.5725698379031969,0.5930592180348233,0.5531745981222529,0.5808218574653135,0.6085437562166456,0.6173286555046144,0.5638319129540288,0.584740156052571,1.405775547027588e-06,0.0005640177726745605,1.6207496325174967e-06,1.383523146311442e-06,1.3507405916849771e-06,1.3645490010579428e-06,1.3093153635660806e-06,0.0005700536568959554,0.0005792653560638427,0.0005513254801432292,0.0005694917837778727,0.0005499525864919027
5,5,distance,7.254472207199892,0.6443531719756039,0.6272366503246797,0.649947920600903,0.6707063952463199,0.5963890439473756,0.6774858497587413,0.1516810642792982,0.14259093141788276,0.143635226968686,0.1531957047562357,0.1415260315856778,0.1465257918015561,0.140357061198516,0.12998807455661177,0.12773557719488174,0.14607773586677242,0.12333292322288092,0.13349827440793255,0.6272366503246797,0.649947920600903,0.6707063952463199,0.5963890439473756,0.6774858497587413,0.6443531719756039,0.6196162752035488,0.6427918303917222,0.6639746690844048,0.5881380533636762,0.6708927155119012,0.6370827087110507,1.8052458763122562e-06,0.0006826241811116536,3.7003556887308755e-06,1.3382236162821453e-06,1.3089179992675782e-06,1.381238301595052e-06,1.2974937756856283e-06,0.0006933995087941488,0.0006707398096720378,0.0006849483648935954,0.0006809111436208089,0.0006831220785776774
6,14,distance,6.004572759388407,0.6490650495152768,0.6584470193191796,0.6520285511181712,0.6230052764649106,0.6239449595426527,0.6878994411314696,0.14481053374596428,0.14638787128789532,0.15113820236077558,0.15826733997136044,0.13698088369764747,0.14751696621272864,0.12665672922262955,0.12588021114128373,0.13529373206596818,0.1402853626876957,0.12463336917239484,0.1305498808579944,0.6584470193191796,0.6520285511181712,0.6230052764649106,0.6239449595426527,0.6878994411314696,0.6490650495152768,0.6514646755914626,0.6449149950933297,0.6152983996635117,0.6162572926167784,0.6815191912057075,0.641890910834158,1.4316439628601073e-06,0.0009595998128255209,1.623531182607015e-06,1.3475616772969564e-06,1.4969706535339355e-06,1.3469656308492024e-06,1.3431906700134277e-06,0.0009349878629048666,0.00098111629486084,0.0009631788730621337,0.0009442627429962158,0.0009744532903035481
7,8,uniform,9.900726706000471,0.6469202651311945,0.6469929701536417,0.6807430456150931,0.614708786636182,0.667728417242843,0.6244281060082123,0.14157567653404715,0.14277482493432966,0.1579793990327633,0.1448378463423695,0.15372483736278858,0.14817851684125963,0.1272736839889668,0.12461979274833057,0.1404800279706892,0.12094324694301258,0.1393657368198136,0.13053649769416253,0.6469929701536417,0.6807430456150931,0.614708786636182,0.667728417242843,0.6244281060082123,0.6469202651311945,0.6397764720988609,0.6742164979956402,0.6068323052726967,0.6609358124846048,0.6167503160117873,0.639702280772718,1.4057358105977376e-06,0.0007586391766866048,1.6054511070251464e-06,1.3538201649983725e-06,1.3125936190287273e-06,1.377562681833903e-06,1.379251480102539e-06,0.0007491894563039144,0.0007441473007202148,0.0007825167973836263,0.0007487189769744873,0.0007686233520507813
8,13,uniform,8.624744097328321,0.6372745528038701,0.6322188073774352,0.6290658921700636,0.6519802214845019,0.6558871745572622,0.6172206684300872,0.14569461368428974,0.15722712597421173,0.14256872969220416,0.15181565071578154,0.15546358239813454,0.1505539404929243,0.13043030629141147,0.14334224082478278,0.118391226237695,0.1335358541022861,0.13251652784850976,0.13164323106093703,0.6322188073774352,0.6290658921700636,0.6519802214845019,0.6558871745572622,0.6172206684300872,0.6372745528038701,0.6247002821449467,0.6214829121122114,0.644865677460335,0.648852500101874,0.6093955372906682,0.6298593818220071,1.38247013092041e-06,0.0008887625535329184,1.5909473101298014e-06,1.327494780222575e-06,1.3318657875061034e-06,1.294414202372233e-06,1.367628574371338e-06,0.0008906364440917969,0.0008777976036071777,0.0008901313940684,0.0008922425905863444,0.0008930047353108724
9,5,distance,8.312030515114532,0.6201810148508308,0.6041328700734898,0.634597035948183,0.5781236389444036,0.6447133790982456,0.6393381501898323,0.1469492264251066,0.15352730308447804,0.1529575807305146,0.14735583219269419,0.1520223831638581,0.1505624651193303,0.13764867303371564,0.1370090450009184,0.14368594058285314,0.13448812647945776,0.13972453238402557,0.13851126349619408,0.6041328700734898,0.634597035948183,0.5781236389444036,0.6447133790982456,0.6393381501898323,0.6201810148508308,0.5960401859864062,0.6271271286762549,0.5694992499620064,0.6374502795227412,0.6319651651851952,0.6124164018665208,1.3752182324727376e-06,0.0006707285245259603,1.5950202941894532e-06,1.3366341590881348e-06,1.3013680775960286e-06,1.3449788093566895e-06,1.2980898221333821e-06,0.0006640227635701497,0.000664360523223877,0.0006770642598470052,0.0006769764423370362,0.0006712186336517334
