,n_estimators,learning_rate,loss,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
0,44,1.0837029894221024,linear,0.7033480981807668,0.7005317372511288,0.7040681501654702,0.7012877605041496,0.6952664478299035,0.7155863951531817,0.1336891415856875,0.1422717443476599,0.1318530246963046,0.134611881577442,0.13642514621261775,0.1357701876839424,0.0981742580378898,0.09890700267465038,0.10433510616805752,0.09118934334265896,0.10110604257533404,0.09874235055971814,0.7005317372511288,0.7040681501654702,0.7012877605041496,0.6952664478299035,0.7155863951531817,0.7033480981807668,0.694409728472617,0.6980184360291596,0.6951812070561936,0.6890368011075165,0.7097721476946437,0.697283664072026,9.594682852427164e-05,6.604194641113281e-06,9.557823340098063e-05,9.46126381556193e-05,9.482115507125855e-05,9.911318620045979e-05,9.560892979303996e-05,6.742080052693685e-06,6.633996963500976e-06,6.522734959920248e-06,6.442864735921224e-06,6.6792964935302736e-06
1,90,0.30390075355652435,square,0.6749515080195737,0.6536201495437861,0.6808243697383994,0.6901327347086859,0.6741342064639716,0.6760460796430252,0.14794889949767248,0.14497367763389624,0.13800630403610056,0.14776074822297403,0.1386656417756261,0.14347105423325388,0.11125860860701588,0.09628267174939571,0.1013873153498013,0.10349566492438105,0.0955641503562184,0.10159768219736247,0.6536201495437861,0.6808243697383994,0.6901327347086859,0.6741342064639716,0.6760460796430252,0.6749515080195737,0.6465391304543916,0.674299484622319,0.6837981398475346,0.6674725548073577,0.6694235122762728,0.6683065644015752,0.00020187556743621825,1.3962825139363606e-05,0.00020171791315078735,0.0002002956469853719,0.0002030910054842631,0.0002012619376182556,0.00020301133394241334,1.4101664225260417e-05,1.5116135279337564e-05,1.4160871505737305e-05,1.3164281845092774e-05,1.3271172841389974e-05
2,53,0.18188206027183146,linear,0.6522582833748769,0.6524964363003642,0.6428188768869147,0.6723382386505738,0.6622574885051122,0.6313803765314192,0.1430992762658191,0.14807758282546096,0.13691219544629832,0.14419868603181052,0.14574823643506407,0.1436071954008906,0.10696767464515905,0.11244736465932141,0.10985233148238964,0.11317319712628317,0.11444713514882153,0.11137754061239495,0.6524964363003642,0.6428188768869147,0.6723382386505738,0.6622574885051122,0.6313803765314192,0.6522582833748769,0.6453924452196221,0.6355170481350289,0.665639872149393,0.6553530419328147,0.6238447113157072,0.6451494237505132,0.0001509427825609843,7.988770802815756e-06,0.0001520189642906189,0.0001507913072903951,0.0001509520411491394,0.00015054633220036825,0.00015040526787439982,8.269548416137696e-06,7.876952489217123e-06,8.167028427124024e-06,7.815758387247721e-06,7.814566294352213e-06
3,97,1.0465224968560694,linear,0.7222040861913974,0.7102386635731375,0.739881393046978,0.7347858202473196,0.6992386677206242,0.7268758863689284,0.13288121828281887,0.13291552543260515,0.125663411241528,0.13792367293305924,0.13432665825159967,0.1327420972283222,0.09856692354524531,0.0820123479660237,0.09396665605227984,0.09974540522575026,0.09189734908590905,0.09323773637504162,0.7102386635731375,0.739881393046978,0.7347858202473196,0.6992386677206242,0.7268758863689284,0.7222040861913974,0.7043150928114299,0.7345638065334579,0.729364065294965,0.6930902248120168,0.7212924291907804,0.71652512372853,0.00018121618032455444,1.452787717183431e-05,0.00018251130978266399,0.00017863442500432332,0.00018193721771240235,0.00018331120411554973,0.00017968674500783285,1.5167395273844401e-05,1.431902249654134e-05,1.4801025390625e-05,1.4094114303588868e-05,1.425782839457194e-05
4,85,0.1340188145937001,exponential,0.6624288547182877,0.6419241900770336,0.6523123518007864,0.6566934584171451,0.6874209392639941,0.6737933340324791,0.1402500238333139,0.14467168928704927,0.14437536543024515,0.13616095646475906,0.13920771250656475,0.14093314950438643,0.11517573918995686,0.11050822260196543,0.1091797517299399,0.1106016232341552,0.10782285709099534,0.11065763876940256,0.6419241900770336,0.6523123518007864,0.6566934584171451,0.6874209392639941,0.6737933340324791,0.6624288547182877,0.6346040713051841,0.645204597493477,0.6496752667663883,0.6810309073579769,0.6671247139445571,0.6555279113735166,0.00024242172638575237,1.2796243031819659e-05,0.0002449041604995728,0.0002442590395609538,0.00024311572313308715,0.00024326443672180177,0.00023656527201334636,1.3322035471598307e-05,1.2966791788736978e-05,1.2506643931070963e-05,1.2620687484741211e-05,1.2565056482950847e-05
5,66,0.2882459819211265,square,0.6561926932039774,0.643529732999496,0.6796057566822491,0.6472791285756214,0.6688997263631835,0.6416491213993376,0.15531772680918077,0.14218111470920425,0.1506096915431057,0.140908326755832,0.1494183149212934,0.14768703494772323,0.1052720946895387,0.10038165096876196,0.10733048686617977,0.10551116024862714,0.10378155689137734,0.10445538993289698,0.643529732999496,0.6796057566822491,0.6472791285756214,0.6688997263631835,0.6416491213993376,0.6561926932039774,0.6362424362294687,0.6730559595445779,0.640068480437474,0.6621310665954803,0.6343233794177228,0.6491642644449447,0.00016049671173095704,9.809732437133788e-06,0.00016116241614023844,0.00016019254922866822,0.0001601208249727885,0.00015994906425476074,0.00016105870405832927,1.0261138280232748e-05,9.662707646687826e-06,9.920597076416015e-06,9.583234786987305e-06,9.620984395345052e-06
6,94,1.3831067599632265,square,0.7294532785400483,0.7234330874118411,0.6935183305668893,0.746102664315939,0.7573185481434552,0.7268937622621165,0.13210307982402048,0.1363683577418528,0.12838409059060502,0.12784082675074748,0.13433727409619298,0.13180672580068375,0.08916122062771328,0.0946130815896289,0.0874343358591892,0.09295176397358063,0.09084380147794686,0.09100084070561178,0.7234330874118411,0.6935183305668893,0.746102664315939,0.7573185481434552,0.7268937622621165,0.7294532785400483,0.7177792493350814,0.6872529472053946,0.7409122588164352,0.7523574281736451,0.7213106705196044,0.7239225108100321,0.0001373540759086609,1.4020284016927083e-05,0.00013537128766377766,0.00013985931873321532,0.00013732383648554485,0.0001356839140256246,0.00013853202263514202,1.5085935592651367e-05,1.377105712890625e-05,1.4144579569498698e-05,1.3548533121744792e-05,1.355131467183431e-05
7,35,0.6862111753358535,exponential,0.6879757052538554,0.6651562066919187,0.703127039268218,0.6870360551381495,0.6982145785994442,0.6863446465715467,0.13708234415482137,0.13550209130407956,0.13914546275952402,0.13156570834128675,0.138537867722128,0.13636669485636793,0.1051184287911903,0.10173446683847051,0.10808885861174528,0.10238956973122941,0.10813764753847883,0.10509379430222288,0.6651562066919187,0.703127039268218,0.6870360551381495,0.6982145785994442,0.6863446465715467,0.6879757052538554,0.6583110184130482,0.6970580860675682,0.6806381550728307,0.6920452003084618,0.6799326120891933,0.6815970143902204,9.150020281473796e-05,5.4075717926025384e-06,9.19191042582194e-05,9.123543898264567e-05,9.087443351745605e-05,9.191652139027913e-05,9.155551592508952e-05,5.391438802083333e-06,5.506674448649089e-06,5.315542221069336e-06,5.58177630106608e-06,5.242427190144857e-06
8,21,1.2715784429272254,exponential,0.6819942194307316,0.6899850905764955,0.7075089703296991,0.6743816395264741,0.6782768730694783,0.6598185236515112,0.13176504205583622,0.13981033579111582,0.13670376694516467,0.14487749880608694,0.14269323724849978,0.1391699761693407,0.10383824323637475,0.10402561894785367,0.09893102408588914,0.10444358446776852,0.1084382524329005,0.10393534463415732,0.6899850905764955,0.7075089703296991,0.6743816395264741,0.6782768730694783,0.6598185236515112,0.6819942194307316,0.6836474774366623,0.7015295966396758,0.6677250461266746,0.6716999096569293,0.652864217491065,0.6754932494702013,5.3451935450236e-05,3.3903916676839195e-06,5.408793687820435e-05,5.339314540227254e-05,5.3240060806274416e-05,5.305717388788859e-05,5.348136027654012e-05,3.490447998046875e-06,3.3676624298095703e-06,3.391901652018229e-06,3.393093744913737e-06,3.308852513631185e-06
9,86,0.28428483866034726,exponential,0.6944546849674536,0.701438701901566,0.6992819173782804,0.6765871981313007,0.6840899269847915,0.7108756804413295,0.1263473377521329,0.1420264942929679,0.13644553617438823,0.1395935588562635,0.13456900663852991,0.1357963867428565,0.1010145338269048,0.10061946721771702,0.10389757029033932,0.1056429462945333,0.1031247416201523,0.10285985184992934,0.701438701901566,0.6992819173782804,0.6765871981313007,0.6840899269847915,0.7108756804413295,0.6944546849674536,0.6953352341380545,0.6931343586194036,0.6699756928120089,0.6776317994274108,0.7049651321709649,0.6882084434335686,0.00022378861904144288,1.3072172800699872e-05,0.0002240485946337382,0.00022480259339014688,0.00022396912177403768,0.00022364149490992227,0.0002224812904993693,1.341859499613444e-05,1.3506015141805013e-05,1.2627045313517252e-05,1.301288604736328e-05,1.2796322504679362e-05
