,flavour,poly,corr,extra_points,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
12,pls,linear,abs_exp,5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,plain,linear,abs_exp,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14,pls,quadratic,abs_exp,5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,plsk,quadratic,squar_exp,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,pls,constant,abs_exp,0,0.9555066496778958,0.9576610853309091,0.9460749274833012,0.9598470087864968,0.9575782408940496,0.9563719858947219,0.04607813812998973,0.04447320708743056,0.04217421132945367,0.046808161483465255,0.04612955579938157,0.04513265476594416,0.04855103825689051,0.05987199238456822,0.051855378954235504,0.05341679878933388,0.053327544643942036,0.05340455060579402,0.9576610853309091,0.9460749274833012,0.9598470087864968,0.9575782408940496,0.9563719858947219,0.9555066496778958,0.9567955538555614,0.9449725409923295,0.9590261639916722,0.9567110158356656,0.9554801014496396,0.9545970752249737,0.0013980942567189535,0.00021535897254943846,0.00149330735206604,0.0013922842343648274,0.0013775546352068583,0.0013698477546374003,0.001357477307319641,0.00022167642911275227,0.00022650520006815592,0.0002204438050587972,0.0002047880490620931,0.00020338137944539387
17,plsk,linear,squar_exp,5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,pls,linear,squar_exp,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,plsk,quadratic,abs_exp,5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,plain,constant,abs_exp,0,0.9556817228400645,0.9503039930510195,0.9594797433511307,0.9558266973661929,0.9604870473910865,0.9523111330408925,0.04561364112578687,0.046741941784719104,0.0449202276715814,0.04604327824864888,0.0433961361988704,0.04534304500592133,0.056458833476948675,0.05107407311718464,0.05570871672093236,0.04795373854882102,0.05406159394392087,0.05305139116156151,0.9503039930510195,0.9594797433511307,0.9558266973661929,0.9604870473910865,0.9523111330408925,0.9556817228400645,0.9492880610520625,0.9586513905746632,0.9549236656258084,0.959679286860751,0.9513362328645565,0.9547757273955682,0.020038933356602985,0.0003386813004811605,0.020183587570985158,0.019973764916261037,0.020061046381791434,0.019938383102416992,0.020037884811560314,0.00035320321718851724,0.0003478038311004639,0.00032816171646118166,0.00034141262372334796,0.00032282511393229166
21,plsk,constant,abs_exp,5,0.9575681444667049,0.9540360650598848,0.9655087038369353,0.9567907282971987,0.9592142181709437,0.9522910069685617,0.04490688958600923,0.04211442875449012,0.04297867988810816,0.04459344119634346,0.04813709879988103,0.0445461076449664,0.0490401453354257,0.04356503935063649,0.056438310967270325,0.05156033447483814,0.05799836648231049,0.05172043932209623,0.9540360650598848,0.9655087038369353,0.9567907282971987,0.9592142181709437,0.9522910069685617,0.9575681444667049,0.9530964275483322,0.9648036006785763,0.9559074041738024,0.9583804372817636,0.9513156953563348,0.9567007130077618,0.0212590527733167,0.000340258518854777,0.021334858735402425,0.021407860120137533,0.021368889113267262,0.021201699475447335,0.02098195642232895,0.000346068541208903,0.00035140633583068847,0.00033174991607666016,0.0003450628121693929,0.0003270049889882406
